email,order_entered,capacity,current_temperature_setting,energy_source
rjacobos@sunnamplex.com,4,12.4,141,gas
rjayson@scottech.com,2,73.9,137,electric
rkeneipp@konex.com,3,14.2,NULL,electric
rkippley@zotware.com,1,38.4,163,gas
rkoppinger@newex.com,6,17.5,116,electric
rkulzer@golddex.com,3,17.7,150,heat pump
rlacovara@green-plus.com,4,18.1,101,electric
rlary@j-texon.com,5,44.6,103,electric
rlayous@conecom.com,1,18.0,165,electric
rlietz@betatech.com,2,33.3,96,electric
rlietz@statholdings.com,2,14.3,198,electric
rlietz@statholdings.com,3,19.5,NULL,electric
rlimmel@singletechno.com,3,35.6,NULL,electric
rlinahan@betasoloin.com,4,31.5,126,electric
rlizama@zotware.com,3,29.7,94,gas
rmai@kinnamplus.com,2,59.7,112,thermosolar
rmconnell@conecom.com,3,23.7,130,gas
rmconnell@conecom.com,4,37.5,128,gas
rmenter@inity.com,5,58.7,139,electric
rmerced@doncon.com,1,11.0,112,gas
rmonarrez@lexiqvolax.com,1,26.7,104,gas
rmonarrez@sonron.com,3,12.4,98,electric
rmonarrez@sonron.com,4,31.5,96,electric
rmonarrez@sonron.com,5,16.1,101,gas
rmonarrez@sonron.com,6,25.4,NULL,thermosolar
rmonarrez@sonron.com,9,16.6,NULL,electric
rmonterrubio@iselectrics.com,2,71.2,130,gas
rmorocco@donquadtech.com,3,66.1,113,electric
rmorocco@donquadtech.com,4,46.7,120,gas
rmunns@streethex.com,4,31.0,146,gas
rnayar@iselectrics.com,1,15.1,158,electric
rnayar@iselectrics.com,4,19.6,97,thermosolar
rnestle@rundofase.com,3,14.2,132,gas
rnestle@rundofase.com,7,84.4,136,electric
rnestle@scotfind.com,1,99.7,115,electric
rnunlee@labdrill.com,2,89.6,92,electric
rogg@ontomedia.com,1,42.3,93,thermosolar
rostolaza@finjob.com,3,39.6,115,gas
rpaa@mathtouch.com,3,63.9,NULL,gas
rpadilla@plusstrip.com,3,63.2,150,gas
rpagliuca@bioplex.com,1,11.6,102,gas
rpagliuca@konmatfix.com,1,13.4,NULL,gas
rpapasergi@labdrill.com,3,68.5,116,electric
rpaskin@silis.com,3,27.4,118,electric
rperin@codehow.com,3,34.8,108,thermosolar
rpugh@gogozoom.com,3,36.1,196,electric
rragel@bioholding.com,3,12.0,139,gas
rragel@silis.com,2,12.7,98,electric
rrhoden@zoomit.com,1,72.4,111,gas
rrodenberger@statholdings.com,1,27.3,109,electric
rrulapaugh@xx-holding.com,2,66.9,101,gas
rsawchuk@openlane.com,2,34.9,NULL,electric
rshin@golddex.com,6,48.8,118,gas
rsilvestrini@hatfan.com,2,52.9,113,gas
rsteffensmeier@xx-holding.com,3,72.7,153,electric
rsteier@labdrill.com,1,12.1,92,thermosolar
rsteier@labdrill.com,2,64.4,93,electric
rstoltzman@j-texon.com,2,56.2,90,gas
rstrassner@goodsilron.com,1,37.5,170,electric
rstuer@bioplex.com,1,20.0,113,electric
rstuer@bioplex.com,3,85.7,208,gas
rstuer@bioplex.com,4,38.1,116,electric
rstuer@bioplex.com,5,72.6,125,heat pump
rstuer@zumgoity.com,2,35.8,161,thermosolar
rswayze@conecom.com,1,41.2,96,thermosolar
rswayze@conecom.com,2,30.6,156,thermosolar
rswayze@fasehatice.com,1,46.5,162,electric
rsweely@zoomit.com,1,17.2,151,gas
rtegarden@scottech.com,2,77.8,154,electric
rtegarden@scottech.com,3,58.9,106,electric
rtegarden@silis.com,1,16.8,153,gas
rtegarden@silis.com,2,50.8,NULL,electric
rtolfree@finjob.com,1,56.7,105,gas
rtomblin@faxquote.com,3,25.0,167,electric
rvanausdal@toughzap.com,3,43.1,120,gas
rvanheusen@cancity.com,1,36.6,143,electric
rvanheusen@cancity.com,2,46.3,99,electric
rvinning@gogozoom.com,2,28.9,115,gas
rvinning@gogozoom.com,3,27.7,NULL,electric
rvinning@gogozoom.com,4,13.2,95,electric
rvonasek@newex.com,9,15.1,172,electric
rvonasek@sumace.com,1,25.4,118,thermosolar
rvonasek@sumace.com,3,23.9,NULL,electric
rwalthall@gogozoom.com,2,44.4,125,heat pump
rwaycott@j-texon.com,2,24.4,NULL,heat pump
rwhobrey@hottechi.com,1,11.3,138,heat pump
rwolfgramm@nam-zim.com,1,37.7,129,heat pump
rwolfgramm@nam-zim.com,2,44.8,234,gas
rwolny@funholding.com,1,14.0,NULL,electric
rwolny@funholding.com,2,94.5,115,heat pump
rwolny@funholding.com,4,45.8,125,gas
rworlds@singletechno.com,1,31.4,NULL,thermosolar
rworlds@singletechno.com,9,68.1,137,thermosolar
rworlds@singletechno.com,10,35.1,94,electric
rworlds@zoomit.com,1,12.7,103,electric
rworlds@zoomit.com,2,41.9,148,electric
rworlds@zoomit.com,5,16.6,108,thermosolar
rworlds@zoomit.com,8,83.5,128,thermosolar
rzane@zencorporation.com,2,17.6,167,gas
rzurcher@scotfind.com,2,63.4,90,electric
sadkin@ontomedia.com,1,80.3,165,electric
sadkin@rangreen.com,1,15.1,158,electric
sadkin@rangreen.com,2,63.9,115,gas
sagramonte@donquadtech.com,2,15.8,110,electric
samigon@labdrill.com,3,30.5,204,electric
sasar@codehow.com,1,102.5,168,thermosolar
sauber@ontomedia.com,3,10.6,157,gas
sbarfield@kan-code.com,1,44.0,101,electric
sberganza@betatech.com,1,15.9,150,gas
sberganza@donquadtech.com,1,51.7,166,electric
sberlanga@rantouch.com,3,13.8,143,electric
sberray@zotware.com,1,10.2,112,gas
sbevelacqua@konmatfix.com,1,12.4,204,electric
sbevelacqua@konmatfix.com,3,59.0,116,electric
sbevelacqua@konmatfix.com,6,60.6,125,electric
sbolognia@sunnamplex.com,2,28.2,109,electric
sbolognia@sunnamplex.com,3,19.8,NULL,heat pump
schaffins@golddex.com,4,42.7,178,electric
scolaizzo@dambase.com,2,12.2,120,electric
scorrington@donware.com,6,75.6,143,gas
scorrington@goodsilron.com,1,15.1,130,gas
sdegonia@yearin.com,1,11.1,121,electric
sdemesa@dalttechnology.com,1,17.6,139,gas
sdemesa@dalttechnology.com,3,71.4,170,electric
sdiestel@funholding.com,1,44.3,118,thermosolar
sdiestel@funholding.com,2,44.0,104,gas
sdopico@faxquote.com,2,28.3,NULL,heat pump
sdorshorst@betasoloin.com,1,81.3,NULL,electric
sehmann@labdrill.com,1,38.9,98,gas
semigh@finjob.com,1,50.2,97,gas
sengelberg@rundofase.com,3,72.9,211,electric
sfallick@warephase.com,3,10.3,213,gas
sfarrar@newex.com,1,22.1,101,electric
sfarrar@newex.com,3,23.7,109,gas
sfillingim@finjob.com,2,46.3,185,electric
sfillingim@finjob.com,3,31.1,NULL,electric
sflosi@goodsilron.com,2,62.1,115,thermosolar
sfunnell@newex.com,1,63.8,173,gas
sfunnell@newex.com,4,53.3,NULL,electric
sgehrett@dontechi.com,2,50.5,116,heat pump
sgellinger@ganjaflex.com,1,54.4,123,electric
sgellinger@rundofase.com,3,70.6,175,electric
sgibes@rantouch.com,3,14.1,156,gas
sgoldammer@j-texon.com,2,33.2,93,gas
sgrenet@sonron.com,3,25.9,NULL,gas
sgrenet@sonron.com,5,17.4,102,heat pump
shalter@zathunicon.com,3,10.1,108,electric
sharoldson@sonron.com,2,32.1,117,electric
sharoldson@sonron.com,3,16.2,123,gas
sharoldson@yearin.com,1,16.7,101,thermosolar
sjulia@openlane.com,6,38.6,296,electric
sjulia@openlane.com,7,10.9,162,gas
sjurney@cancity.com,1,71.7,213,heat pump
skaniecki@xx-zobam.com,3,41.5,91,gas
skines@donquadtech.com,2,68.4,NULL,electric
sklang@conecom.com,4,11.0,91,heat pump
sklimek@golddex.com,2,15.5,96,electric
skorando@codehow.com,1,98.7,177,electric
skownacki@hatfan.com,1,14.1,139,gas
slinahan@toughzap.com,3,71.6,163,electric
slipke@silis.com,4,10.7,139,gas
slorens@openlane.com,1,11.7,NULL,gas
slorens@openlane.com,3,38.8,151,thermosolar
sluczki@cancity.com,1,14.1,140,electric
sluczki@codehow.com,6,75.6,NULL,electric
slukasik@dontechi.com,1,38.8,NULL,electric
smaisto@sonron.com,4,66.0,168,gas
smalet@golddex.com,2,27.9,95,electric
smanno@blackzim.com,3,37.0,156,electric
smanno@sonron.com,1,17.7,NULL,electric
smanno@sonron.com,3,71.6,128,gas
smastella@condax.com,5,11.6,157,electric
smaynerich@newex.com,1,30.5,119,electric
smcnease@inity.com,1,18.3,110,electric
smconnell@openlane.com,1,49.6,102,thermosolar
smcrae@labdrill.com,1,84.0,122,electric
smcrae@labdrill.com,3,26.5,115,electric
smonarrez@rantouch.com,5,39.9,NULL,thermosolar
smulqueen@lexiqvolax.com,1,41.5,167,heat pump
snayar@plussunin.com,1,13.9,157,electric
snicka@bioholding.com,3,11.8,199,gas
snicka@doncon.com,2,80.4,137,electric
snunlee@fasehatice.com,2,10.4,NULL,electric
snunlee@fasehatice.com,3,73.7,119,electric
sogg@donware.com,6,49.0,119,electric
sohms@betatech.com,1,11.7,119,gas
sonofrio@kinnamplus.com,3,26.1,NULL,electric
spapasergi@statholdings.com,1,22.5,194,electric
sperin@scottech.com,3,23.4,138,gas
sperruzza@kinnamplus.com,2,12.8,NULL,electric
sperruzza@kinnamplus.com,6,81.0,156,electric
spolidori@konex.com,2,21.4,102,electric
spolidori@year-job.com,3,27.8,97,gas
spoquette@funholding.com,6,86.9,154,electric
spoquette@funholding.com,8,23.9,190,gas
spoullion@fasehatice.com,2,12.3,110,electric
srauser@zathunicon.com,5,16.0,121,electric
sreitler@openlane.com,2,38.0,116,electric
srestrepo@bioplex.com,2,11.2,189,heat pump
srestrepo@bioplex.com,4,13.2,113,electric
srochin@kinnamplus.com,4,63.3,96,electric
srodefer@faxquote.com,3,28.9,113,electric
sruta@codehow.com,1,15.2,NULL,electric
sruta@codehow.com,3,56.0,NULL,electric
ssaylors@j-texon.com,1,10.8,129,thermosolar
ssaylors@j-texon.com,2,51.7,106,gas
sschmaltz@inity.com,3,32.5,143,gas
sschmaltz@ron-tech.com,3,41.8,155,thermosolar
sseewald@isdom.com,3,13.5,126,electric
ssengbusch@yearin.com,1,15.2,107,electric
ssengbusch@yearin.com,2,79.5,171,electric
sshealy@konmatfix.com,1,27.9,98,electric
sshealy@konmatfix.com,2,12.4,174,thermosolar
sshealy@konmatfix.com,3,87.6,117,gas
sshealy@konmatfix.com,4,26.1,136,electric
ssimilton@betatech.com,1,10.2,173,gas
ssimilton@betatech.com,2,40.3,NULL,electric
ssimilton@betatech.com,3,58.9,114,electric
ssimilton@conecom.com,6,33.2,126,gas
sskursky@gogozoom.com,5,44.5,161,thermosolar
sskursky@openlane.com,1,45.7,142,gas
sslayton@opentech.com,2,89.2,128,electric
sspringe@donware.com,6,54.6,123,heat pump
sspringe@donware.com,7,18.1,NULL,electric
sstem@rangreen.com,2,53.0,NULL,electric
sstrassner@year-job.com,4,23.6,114,gas
sswayze@finhigh.com,3,36.7,111,electric
stegarden@rantouch.com,3,13.4,111,gas
stegarden@zoomit.com,1,56.6,NULL,electric
stimenez@dalttechnology.com,1,72.9,156,electric
stjepkema@isdom.com,2,38.2,NULL,electric
stomasulo@rundofase.com,3,82.0,217,gas
sturinetti@sumace.com,4,50.6,132,gas
sturinetti@sumace.com,5,12.1,186,electric
sturinetti@sumace.com,9,11.9,119,thermosolar
sturinetti@year-job.com,1,24.9,134,electric
sturinetti@year-job.com,3,34.1,96,gas
suyetake@plussunin.com,3,65.5,NULL,electric
svillanueva@year-job.com,1,13.1,111,electric
svillanueva@year-job.com,3,40.0,158,electric
svocelka@zotware.com,3,30.4,170,electric
sweight@rundofase.com,3,28.4,NULL,electric
swesterbeck@zencorporation.com,2,41.8,119,gas
swesterbeck@zencorporation.com,4,17.8,127,electric
swhobrey@zumgoity.com,1,58.2,155,gas
swieser@rundofase.com,4,56.7,161,electric
swildfong@lexiqvolax.com,1,73.3,92,electric
swildfong@lexiqvolax.com,7,42.4,NULL,electric
swolfgramm@opentech.com,2,31.8,144,electric
swolny@gogozoom.com,2,40.2,94,electric
syaw@stanredtax.com,1,22.4,135,gas
syaw@stanredtax.com,2,12.6,109,gas
tadkin@dambase.com,1,45.8,227,gas
tadkin@year-job.com,3,18.5,NULL,electric
tagramonte@cancity.com,2,18.5,97,thermosolar
tahle@rundofase.com,2,23.8,112,gas
tbaltimore@dambase.com,2,58.3,93,electric
tberganza@bioplex.com,1,44.1,104,heat pump
tberganza@bioplex.com,3,65.4,91,gas
tbevelacqua@iselectrics.com,2,47.5,NULL,electric
tbirkner@zoomit.com,2,42.7,185,thermosolar
tblunk@warephase.com,2,22.1,104,heat pump
tblunk@warephase.com,3,24.8,101,heat pump
tbrachle@codehow.com,4,60.1,103,electric
tbreland@finjob.com,2,83.9,165,gas
tbriddick@golddex.com,2,43.6,114,electric
tbriddick@warephase.com,1,23.6,94,electric
tbrideau@fasehatice.com,2,14.6,110,electric
tbrideau@fasehatice.com,3,68.3,NULL,gas
tbrucato@singletechno.com,3,52.1,NULL,thermosolar
tbubash@year-job.com,1,98.5,237,electric
tcaudy@conecom.com,3,35.0,106,heat pump
tchaffins@konex.com,1,17.9,133,electric
tchaffins@konex.com,2,74.3,132,gas
tchaffins@lexiqvolax.com,1,64.0,145,gas
tchaffins@lexiqvolax.com,3,53.1,126,electric
tchaffins@statholdings.com,3,51.4,117,electric
tchavous@fasehatice.com,1,107.4,133,electric
tchavous@fasehatice.com,3,76.4,NULL,electric
tclaucherty@toughzap.com,4,48.9,119,electric
tcloney@openlane.com,2,73.7,163,electric
tcomnick@yearin.com,1,44.0,145,electric
tcorrington@y-corporation.com,3,48.2,119,electric
tcorrington@y-corporation.com,4,16.2,145,heat pump
tcrupi@xx-holding.com,1,52.6,NULL,electric
tdelasancha@konex.com,8,13.6,158,thermosolar
tdelasancha@konex.com,9,19.7,221,thermosolar
tdeleo@ontomedia.com,1,56.4,NULL,electric
tdeleo@ontomedia.com,3,18.7,98,electric
tdevreese@plusstrip.com,2,11.2,NULL,heat pump
tdevreese@plusstrip.com,5,82.4,97,electric
tdhamer@mathtouch.com,2,30.3,103,electric
tdhamer@mathtouch.com,4,37.5,NULL,electric
tdilello@goodsilron.com,2,55.7,137,thermosolar
tdinos@sonron.com,1,11.0,106,electric
tdinos@sonron.com,2,67.5,140,gas
tdopico@konex.com,3,45.3,160,electric
tdopico@konex.com,5,37.6,181,electric
tdorshorst@sunnamplex.com,1,13.8,NULL,heat pump
tdorshorst@sunnamplex.com,2,73.7,137,electric
tdorshorst@sunnamplex.com,3,103.5,179,electric
tdubaldi@green-plus.com,2,15.2,138,heat pump
tdubaldi@green-plus.com,4,61.9,112,heat pump
teanes@plussunin.com,2,16.7,127,gas
teanes@plussunin.com,4,14.9,97,heat pump
temard@zotware.com,1,44.7,91,electric
temigh@faxquote.com,1,70.9,212,gas
tennaco@dalttechnology.com,2,37.4,126,electric
tfallick@xx-zobam.com,4,75.4,NULL,electric
tfarrar@betasoloin.com,4,22.4,NULL,thermosolar
tferencz@rantouch.com,4,13.5,120,gas
tfillingim@ron-tech.com,2,21.1,125,electric
tfillingim@ron-tech.com,3,57.5,NULL,electric
tfrerking@sumace.com,4,32.7,177,gas
tgalam@doncon.com,2,13.3,NULL,electric
tgalam@doncon.com,4,77.5,132,electric
tgehrett@ganjaflex.com,3,18.0,97,thermosolar
tgehrett@nam-zim.com,3,17.0,NULL,gas
tgehrett@nam-zim.com,4,38.8,157,thermosolar
tgellinger@blackzim.com,4,89.9,134,electric
tgesick@green-plus.com,1,62.3,143,electric
tgesick@green-plus.com,2,43.0,110,electric
tgesick@green-plus.com,5,58.9,229,electric
tglick@opentech.com,4,32.3,191,electric
tgwalthney@mathtouch.com,2,19.0,168,gas
tgwalthney@mathtouch.com,3,10.2,92,thermosolar
thalsey@y-corporation.com,3,42.8,109,electric
tharnos@fasehatice.com,1,14.5,NULL,electric
tharoldson@groovestreet.com,3,11.8,NULL,thermosolar
thixenbaugh@plexzap.com,1,27.0,137,heat pump
thixenbaugh@plexzap.com,5,21.4,158,gas
thixenbaugh@plexzap.com,6,35.1,156,electric
thudnall@kan-code.com,4,32.1,180,electric
thudnall@konex.com,2,64.1,149,electric
thusser@condax.com,2,42.7,107,electric
tjulia@y-corporation.com,1,89.0,124,gas
tkarpin@konex.com,1,52.8,114,electric
tkitty@betatech.com,1,28.2,122,electric
tkitty@betatech.com,3,35.9,NULL,gas
tknipp@green-plus.com,3,56.6,101,electric
tkorando@inity.com,1,13.8,175,gas
tlabreche@blackzim.com,2,37.3,109,gas
tlace@groovestreet.com,3,22.8,113,electric
tlacovara@sumace.com,1,58.2,229,electric
tlawler@funholding.com,1,30.0,120,thermosolar
tlinahan@sumace.com,1,16.2,112,gas
tlukasik@cancity.com,4,54.5,158,electric
tlukasik@finhigh.com,1,12.7,114,thermosolar
tlungren@donquadtech.com,2,38.8,179,thermosolar
tlungren@sunnamplex.com,1,80.2,110,electric
tmaclead@openlane.com,3,16.6,NULL,gas
tmaile@zotware.com,3,44.2,109,heat pump
tmaile@zotware.com,4,96.9,168,thermosolar
tmaisto@zathunicon.com,2,55.1,90,thermosolar
tmaisto@zathunicon.com,3,45.3,98,thermosolar
tmastella@zotware.com,1,73.3,109,electric
tmcnease@finjob.com,1,20.9,192,electric
tmcrae@isdom.com,2,29.5,108,heat pump
tmeisel@faxquote.com,3,56.8,161,heat pump
tmenter@dalttechnology.com,2,93.2,NULL,gas
tmenter@dalttechnology.com,4,26.7,147,gas
tmodzelewski@treequote.com,1,64.9,197,electric
tmodzelewski@treequote.com,2,76.5,193,gas
tmodzelewski@treequote.com,3,15.4,202,gas
tmonarrez@codehow.com,3,60.2,98,gas
tmotley@groovestreet.com,1,55.9,104,electric
tmotley@groovestreet.com,3,61.4,142,heat pump
tmugnolo@plusstrip.com,1,27.9,113,electric
tnachor@domzoom.com,1,17.3,117,gas
tnachor@finjob.com,4,37.2,118,gas
tnachor@year-job.com,2,22.6,201,gas
tneither@nam-zim.com,1,13.6,169,electric
tnievas@zoomit.com,3,11.4,159,electric
toldroyd@rantouch.com,5,31.1,170,gas
tostolaza@donware.com,2,10.9,101,thermosolar
tostolaza@donware.com,3,23.2,114,electric
tpagliuca@conecom.com,1,43.6,131,thermosolar
tpapasergi@zoomit.com,2,53.2,143,gas
tparvis@scottech.com,1,11.8,109,electric
tparvis@scottech.com,2,23.6,101,electric
tparvis@scottech.com,4,36.5,105,gas
tperin@betatech.com,3,10.5,93,electric
tperruzza@ron-tech.com,7,90.1,116,gas
trauser@sunnamplex.com,1,14.6,180,electric
treiber@dontechi.com,3,13.9,102,electric
treiber@inity.com,1,25.1,133,thermosolar
treiber@inity.com,2,15.9,262,electric
treiber@xx-holding.com,2,56.6,NULL,electric
trentfro@streethex.com,3,53.2,NULL,electric
trestrepo@opentech.com,1,24.5,187,gas
trestrepo@opentech.com,4,21.9,153,electric
trestrepo@opentech.com,5,41.3,108,heat pump
troyster@funholding.com,1,76.4,217,thermosolar
tsahagun@kinnamplus.com,1,36.2,185,thermosolar
tsengbusch@singletechno.com,1,11.6,NULL,electric
tsengbusch@singletechno.com,2,19.6,111,electric
tsengbusch@statholdings.com,1,49.4,143,gas
tshealy@konmatfix.com,4,63.1,189,thermosolar
tshields@warephase.com,2,44.6,110,electric
tshinko@scotfind.com,3,29.4,103,thermosolar
tspringe@zotware.com,2,12.1,NULL,gas
tstem@rangreen.com,4,15.2,163,gas
tstem@rangreen.com,6,68.9,NULL,heat pump
tstenseth@conecom.com,6,50.7,112,electric
tstrassner@funholding.com,1,19.2,158,gas
tstuer@singletechno.com,2,40.8,208,electric
tsuell@finhigh.com,1,21.9,126,thermosolar
tsuell@xx-zobam.com,1,13.8,114,thermosolar
tsyrop@ganjaflex.com,4,70.1,306,electric
tsyrop@sunnamplex.com,1,43.5,238,gas
ttegarden@toughzap.com,1,39.3,144,gas
tthyberg@year-job.com,1,64.6,96,electric
ttoelkes@y-corporation.com,3,10.0,100,gas
ttromblay@streethex.com,2,67.2,NULL,electric
tupthegrove@blackzim.com,3,56.8,106,gas
tvanheusen@funholding.com,3,30.6,211,thermosolar
tvarriano@hottechi.com,1,100.9,156,gas
twaymire@hatfan.com,1,12.4,158,electric
tweight@y-corporation.com,3,71.7,118,electric
tyglesias@kinnamplus.com,1,19.2,90,gas
tyum@yearin.com,3,18.6,190,gas
vangalich@konex.com,1,21.5,NULL,gas
varias@labdrill.com,1,31.4,122,electric
vbarfield@xx-zobam.com,1,68.3,NULL,electric
vbarfield@xx-zobam.com,3,49.6,225,electric
vbiddy@warephase.com,4,11.1,122,gas
vbiddy@warephase.com,5,10.9,118,gas
vbiddy@warephase.com,6,14.6,NULL,electric
vblackwood@konex.com,3,90.7,NULL,gas
vbookamer@domzoom.com,1,40.5,192,electric
vbookamer@domzoom.com,3,84.7,150,electric
vbrossart@dontechi.com,2,17.8,NULL,thermosolar
vbrossart@dontechi.com,3,38.2,123,thermosolar
vbrossart@dontechi.com,5,76.2,NULL,gas
vbrossart@konmatfix.com,4,34.7,143,thermosolar
vbrossart@konmatfix.com,6,32.3,218,gas
vbrucato@zotware.com,1,80.0,94,electric
vcantres@year-job.com,7,28.7,159,gas
vcentini@sonron.com,1,19.0,NULL,electric
vcolaizzo@codehow.com,3,15.6,119,electric
vcoody@warephase.com,4,54.7,148,gas
vcorrington@ganjaflex.com,1,72.0,125,gas
vdewar@konex.com,1,34.5,94,electric
vfarrow@mathtouch.com,1,16.9,166,gas
vfarrow@mathtouch.com,2,38.2,111,gas
vfishburne@fasehatice.com,3,37.7,91,electric
vflosi@scotfind.com,1,53.5,101,gas
vgesick@groovestreet.com,4,31.1,92,gas
vgrenet@cancity.com,2,92.0,NULL,gas
vhengel@toughzap.com,3,16.4,207,gas
vhochard@statholdings.com,1,61.1,NULL,heat pump
vhoogland@scottech.com,1,14.1,93,electric
vjuvera@condax.com,1,12.5,191,electric
vkeneipp@kan-code.com,2,40.0,132,electric
vkitzman@plusstrip.com,2,34.2,152,gas
vklusman@opentech.com,2,53.8,157,gas
vkorando@rangreen.com,2,70.2,116,electric
vlapage@dalttechnology.com,2,18.0,124,electric
vlary@rundofase.com,1,75.9,180,gas
vmaile@year-job.com,3,62.1,117,electric
vmatuszak@iselectrics.com,1,77.3,123,electric
vmatuszak@iselectrics.com,3,106.2,115,thermosolar
vmaybury@faxquote.com,5,11.3,150,gas
vmaybury@faxquote.com,8,13.3,NULL,heat pump
vmccullan@konmatfix.com,3,54.7,190,heat pump
vmccullan@konmatfix.com,4,19.3,NULL,electric
vmeteer@donware.com,2,16.6,134,electric
vmeteer@donware.com,3,84.1,151,gas
vmunis@zathunicon.com,2,18.7,194,gas
vmunns@plussunin.com,5,11.9,112,electric
vmunns@plussunin.com,6,66.6,192,thermosolar
vmunns@plussunin.com,7,19.2,115,electric
vnestle@gogozoom.com,1,49.2,105,electric
vpadilla@sumace.com,1,44.7,154,electric
vpadilla@sumace.com,2,35.3,102,electric
vpadilla@sumace.com,3,47.4,168,gas
vpontoriero@inity.com,1,41.4,98,gas
vpontoriero@inity.com,3,64.3,126,electric
vradde@yearin.com,1,61.4,104,electric
vrodefer@plexzap.com,2,24.5,169,gas
vsahagun@fasehatice.com,3,62.2,97,electric
vshields@konmatfix.com,1,34.5,NULL,thermosolar
vstimmel@betatech.com,5,12.0,220,gas
vstockham@y-corporation.com,2,51.0,100,electric
vstockham@y-corporation.com,3,33.9,NULL,electric
vstuer@dambase.com,6,10.9,246,electric
vsweigard@betatech.com,2,30.8,151,gas
vsweigard@xx-zobam.com,2,17.9,107,thermosolar
vsweigard@xx-zobam.com,3,48.8,217,gas
vtagala@golddex.com,6,91.2,219,electric
vtollner@plussunin.com,1,19.2,119,gas
vtollner@plussunin.com,2,32.1,162,gas
vtollner@plussunin.com,4,74.3,116,gas
vtollner@plussunin.com,6,12.9,198,gas
vturinetti@konex.com,1,12.0,110,electric
vupthegrove@dalttechnology.com,2,18.9,99,electric
vupthegrove@dalttechnology.com,7,42.3,109,thermosolar
vupthegrove@dalttechnology.com,9,51.6,105,heat pump
vweight@lexiqvolax.com,1,24.1,100,thermosolar
vweight@lexiqvolax.com,3,15.1,90,thermosolar
vweight@lexiqvolax.com,5,36.2,191,thermosolar
vwolfgramm@plexzap.com,3,49.7,161,heat pump
vyaw@cancity.com,2,47.4,NULL,gas
vyaw@cancity.com,4,25.1,95,gas
vzagen@condax.com,1,52.0,199,electric
vzagen@condax.com,2,54.5,105,heat pump
vzagen@condax.com,3,58.4,242,electric
wbarfield@streethex.com,1,67.0,106,electric
wbarfield@streethex.com,2,21.7,146,heat pump
wbatman@stanredtax.com,2,46.8,104,gas
wbowley@scottech.com,1,76.8,110,electric
wbowley@scottech.com,6,11.0,96,gas
wcorrio@kan-code.com,1,95.5,113,electric
wdickerson@faxquote.com,2,18.6,124,electric
wdopico@konmatfix.com,1,91.5,NULL,gas
wdubaldi@golddex.com,1,28.3,157,electric
wehmann@xx-zobam.com,1,69.1,114,electric
wemigh@mathtouch.com,2,39.3,121,electric
wfallick@plusstrip.com,6,80.0,142,gas
wfeichtner@ontomedia.com,3,61.8,127,electric
wfelger@condax.com,1,53.2,114,gas
wfelger@zoomit.com,1,11.6,106,electric
wferencz@openlane.com,1,11.1,93,gas
wgoldammer@zotware.com,2,23.9,109,gas
wgoldammer@zotware.com,4,25.3,147,electric
witurbide@treequote.com,3,34.1,231,thermosolar
wkampa@stanredtax.com,3,57.2,NULL,gas
wkampa@stanredtax.com,8,10.9,175,gas
wkohnert@plexzap.com,4,23.4,149,gas
wkoppinger@ontomedia.com,1,27.3,95,gas
wkoppinger@rantouch.com,9,19.5,122,gas
wkownacki@treequote.com,3,40.3,101,electric
wmartabano@green-plus.com,7,24.4,252,thermosolar
wmcnease@toughzap.com,2,11.2,129,thermosolar
wmcnease@toughzap.com,3,85.2,NULL,electric
wmiro@bioplex.com,1,15.2,NULL,electric
wmondella@rangreen.com,2,82.7,173,gas
wmotley@opentech.com,2,46.1,119,electric
wmotley@opentech.com,4,15.9,91,electric
wneither@bioholding.com,3,49.9,186,electric
wnestle@fasehatice.com,2,17.8,134,gas
wostolaza@statholdings.com,1,26.5,97,gas
wpoquette@betasoloin.com,4,11.9,221,heat pump
wpoquette@betasoloin.com,9,26.1,138,electric
wschieler@kinnamplus.com,3,60.0,NULL,electric
wshadrick@opentech.com,3,17.0,107,electric
wstem@nam-zim.com,1,15.1,116,heat pump
wstockham@conecom.com,2,55.2,101,heat pump
wtreston@cancity.com,1,82.8,102,electric
wtreston@cancity.com,7,60.5,162,electric
xcanlas@blackzim.com,1,54.5,102,electric
xcanlas@blackzim.com,4,64.1,105,electric
xhidvegi@xx-zobam.com,1,10.4,104,thermosolar
xhirpara@mathtouch.com,3,14.1,107,gas
xhirpara@mathtouch.com,4,15.7,103,electric
xlacovara@dontechi.com,1,21.0,102,thermosolar
xmondella@green-plus.com,2,16.6,113,thermosolar
xpaskin@streethex.com,1,34.8,125,gas
yandreason@zotware.com,5,49.8,118,electric
yberlanga@zencorporation.com,1,28.7,112,electric
ybevelacqua@dontechi.com,2,13.4,NULL,gas
ybevelacqua@dontechi.com,3,15.1,145,electric
ybutzen@sunnamplex.com,3,63.3,106,heat pump
ychaffins@fasehatice.com,1,36.1,101,thermosolar
ychaffins@fasehatice.com,3,10.1,101,gas
ycoody@faxquote.com,1,18.9,117,gas
yferencz@bioholding.com,2,17.2,169,thermosolar
yferencz@bioholding.com,4,55.9,143,electric
ygibes@codehow.com,3,18.3,121,electric
ygibes@codehow.com,5,54.8,171,gas
ygibes@codehow.com,6,18.7,130,gas
yhamilton@newex.com,1,15.5,166,gas
yhamilton@newex.com,3,26.1,128,gas
yheintzman@donware.com,3,92.1,114,heat pump
yjayson@green-plus.com,1,48.4,135,gas
