email,order_entered,heating_seasonal_performance_factor,seasonal_energy_efficiency_rating
kfrey@zathunicon.com,2,28.0,42.1
kgibes@bioplex.com,1,24.3,44.7
kgibes@bioplex.com,3,32.5,47.5
kgiguere@donquadtech.com,2,23.5,34.0
kgiguere@donquadtech.com,6,18.8,40.4
kglick@treequote.com,2,18.9,55.1
kgobern@treequote.com,2,23.9,53.4
kgobern@treequote.com,4,17.8,34.1
kgudroe@dalttechnology.com,1,22.9,40.6
khalsey@kinnamplus.com,1,28.5,44.8
khamilton@labdrill.com,1,20.5,43.7
khamilton@openlane.com,1,29.3,16.0
khamilton@openlane.com,4,20.6,43.9
khanafan@bioplex.com,4,27.2,31.0
kherritt@sumace.com,2,25.5,64.9
khollack@bioplex.com,1,19.7,53.7
khollack@bioplex.com,2,17.2,44.1
khudnall@zoomit.com,2,18.4,24.3
khudnall@zoomit.com,4,19.1,49.8
kjacobos@toughzap.com,3,25.9,54.7
kkannady@zencorporation.com,1,21.8,35.4
kkannady@zencorporation.com,4,25.4,41.3
kkardas@sonron.com,2,17.1,56.9
kkardas@sonron.com,3,20.2,49.8
kkardas@xx-zobam.com,1,22.6,48.3
kkardas@xx-zobam.com,2,25.6,28.0
kkeetch@gogozoom.com,2,28.0,55.4
kketelsen@sumace.com,1,15.8,47.0
kketelsen@sumace.com,3,19.3,43.9
kklimek@stanredtax.com,3,19.7,41.2
kklimek@sumace.com,1,21.9,49.8
kklonowski@lexiqvolax.com,1,22.9,30.0
kkulzer@dontechi.com,3,22.1,50.3
kkulzer@j-texon.com,3,17.1,34.7
klabreche@betasoloin.com,1,23.6,41.7
klabreche@betasoloin.com,3,24.2,64.7
klacovara@sumace.com,1,30.1,54.8
klacovara@sumace.com,2,23.0,33.2
klawler@zotware.com,4,26.9,35.2
kleto@iselectrics.com,3,27.4,41.7
kleto@iselectrics.com,4,20.0,51.1
klietz@plusstrip.com,3,19.7,54.6
klimmel@green-plus.com,2,17.5,24.5
klimmel@green-plus.com,3,21.5,54.6
klimmel@ontomedia.com,1,16.1,45.4
kloader@betasoloin.com,1,21.7,16.4
kloader@betasoloin.com,2,20.4,33.4
kloader@betasoloin.com,4,19.6,30.3
klother@rundofase.com,3,19.2,43.6
klother@rundofase.com,4,24.0,52.1
klother@statholdings.com,4,25.1,44.7
kmarrier@konmatfix.com,1,16.1,15.0
kmarrier@konmatfix.com,3,19.2,55.4
kmarrier@konmatfix.com,4,17.5,43.2
kmclaird@sonron.com,1,20.3,49.7
kmclaird@sonron.com,4,24.9,45.0
kmenter@statholdings.com,2,23.0,40.6
kmenter@statholdings.com,5,18.0,62.0
kmenter@statholdings.com,7,13.3,48.6
kmenter@statholdings.com,9,20.9,24.0
kmerced@iselectrics.com,4,30.5,25.3
kmerced@iselectrics.com,5,22.5,20.9
kmerced@iselectrics.com,6,18.1,55.0
kmiro@bioholding.com,3,21.7,43.4
kmiro@rangreen.com,3,22.9,32.8
kmodzelewski@rangreen.com,1,17.7,42.5
kmonterrubio@golddex.com,2,21.4,40.7
kmonterrubio@golddex.com,3,22.8,60.9
kmorasca@statholdings.com,1,21.4,38.8
kmorasca@statholdings.com,4,24.4,49.2
kmotley@rangreen.com,1,23.7,41.4
kmotley@rangreen.com,2,21.5,35.6
knabours@warephase.com,2,22.6,48.9
knachor@goodsilron.com,3,22.5,40.6
knayar@stanredtax.com,1,23.9,41.0
knayar@stanredtax.com,3,25.3,59.4
knestle@nam-zim.com,1,25.0,43.2
knestle@nam-zim.com,2,23.7,36.9
knestle@nam-zim.com,3,19.0,48.3
kostrosky@ganjaflex.com,1,22.9,38.6
kostrosky@ganjaflex.com,2,26.0,59.3
kpaa@hottechi.com,1,24.6,29.5
kparvis@gogozoom.com,3,21.4,32.3
kpaskin@labdrill.com,2,16.3,38.9
kpatak@toughzap.com,3,21.2,43.0
kperez@silis.com,3,18.6,54.3
kperin@kan-code.com,1,23.2,47.0
kradde@finhigh.com,2,25.0,25.3
kragel@fasehatice.com,3,26.8,36.2
kragel@fasehatice.com,4,17.6,39.7
krantanen@gogozoom.com,1,21.7,54.8
krantanen@gogozoom.com,3,28.6,56.3
krantanen@gogozoom.com,4,24.0,45.7
krauser@bioplex.com,2,21.6,39.1
krauser@cancity.com,1,21.6,58.5
krauser@cancity.com,2,19.6,34.9
krauser@cancity.com,3,24.6,41.3
kregusters@blackzim.com,3,19.5,50.3
kregusters@domzoom.com,1,20.9,60.4
kregusters@domzoom.com,3,19.8,40.6
krestrepo@faxquote.com,4,18.9,47.3
krhym@plussunin.com,2,23.7,56.7
krowling@plussunin.com,1,17.3,35.4
krowling@plussunin.com,3,20.5,33.0
ksaras@condax.com,1,16.6,37.5
ksawchuk@singletechno.com,2,29.3,39.4
kscheyer@groovestreet.com,2,23.5,32.2
kscipione@bioplex.com,1,23.0,60.9
ksemidey@inity.com,3,23.1,47.4
ksemidey@inity.com,5,26.1,50.3
kshadrick@dontechi.com,1,19.6,31.9
kshadrick@green-plus.com,3,27.2,38.5
kshin@codehow.com,1,18.3,50.8
kshin@codehow.com,2,8.1,53.5
kshin@codehow.com,3,19.5,55.8
kshinko@zoomit.com,2,18.1,46.9
kshinko@zumgoity.com,3,23.7,62.5
kskursky@openlane.com,2,26.0,49.2
kskursky@openlane.com,3,21.5,42.2
kspringe@nam-zim.com,3,16.2,44.3
kspringe@nam-zim.com,4,21.7,37.9
kspringe@year-job.com,1,22.3,44.3
ksteffensmeier@stanredtax.com,1,18.4,47.1
ksteier@labdrill.com,2,14.5,43.8
kstem@funholding.com,1,32.4,40.5
kstem@funholding.com,2,24.7,49.8
kstem@funholding.com,3,24.0,45.5
kstem@plussunin.com,1,27.2,31.6
kstem@plussunin.com,3,28.4,26.4
kstockham@domzoom.com,1,15.8,32.8
kstockham@domzoom.com,3,18.1,35.6
kstorment@zumgoity.com,3,19.9,39.8
ksweigard@silis.com,2,19.8,63.2
ksweigard@silis.com,3,24.8,48.9
ktagala@xx-zobam.com,4,21.4,40.9
ktillotson@silis.com,1,19.9,34.3
ktimenez@condax.com,1,26.7,58.8
ktimenez@condax.com,3,23.3,35.3
ktjepkema@labdrill.com,2,21.1,42.6
kvanheusen@j-texon.com,1,18.7,49.1
kvanheusen@j-texon.com,2,25.8,43.8
kvonasek@condax.com,1,24.1,35.4
kwalthall@goodsilron.com,1,22.8,34.2
kwalthall@goodsilron.com,2,21.0,48.5
kwaycott@toughzap.com,1,22.6,58.6
kwieser@konex.com,2,21.4,18.7
kwieser@konex.com,3,21.3,47.4
kyori@groovestreet.com,4,19.8,55.2
kyori@groovestreet.com,5,21.0,36.8
kyori@groovestreet.com,6,25.4,39.6
kzagen@rundofase.com,1,15.3,49.6
kzurcher@kan-code.com,2,22.0,43.2
kzurcher@kan-code.com,3,19.0,52.7
kzurcher@rantouch.com,1,18.1,39.6
lamyot@sumace.com,3,28.9,31.5
lamyot@sumace.com,4,18.4,53.6
langalich@goodsilron.com,1,12.6,70.5
larias@gogozoom.com,2,28.4,37.2
larias@gogozoom.com,4,19.1,35.1
larias@plexzap.com,3,20.3,33.0
larias@sumace.com,1,20.1,36.4
larias@sumace.com,2,22.5,43.2
larias@sumace.com,3,18.9,38.9
lbaltimore@kan-code.com,3,24.1,28.0
lbarfield@doncon.com,1,20.0,44.6
lbarfield@doncon.com,3,28.0,38.0
lbarfield@nam-zim.com,1,20.8,33.6
lbeech@golddex.com,1,30.4,43.5
lbeech@golddex.com,2,15.6,36.3
lbennick@konmatfix.com,1,15.3,35.9
lberray@openlane.com,1,23.2,58.6
lberray@openlane.com,3,23.1,43.8
lblackwood@kinnamplus.com,3,17.8,39.8
lbolognia@donware.com,2,20.1,44.9
lbookamer@zencorporation.com,1,22.2,38.4
lboord@hottechi.com,1,22.7,66.5
lboord@yearin.com,1,20.5,53.7
lboulter@fasehatice.com,3,22.0,34.5
lboulter@fasehatice.com,4,20.3,44.3
lboulter@labdrill.com,1,24.8,35.2
lboulter@labdrill.com,3,21.2,50.7
lbreland@statholdings.com,2,31.4,39.2
lbriddick@singletechno.com,1,24.8,38.1
lbriddick@singletechno.com,4,18.6,51.1
lbrossart@isdom.com,2,24.9,48.8
lbrossart@isdom.com,6,21.1,24.9
lbrucato@dambase.com,6,18.4,57.7
lbruschke@dontechi.com,1,20.1,29.0
lbuemi@hatfan.com,1,17.4,61.6
lburnard@kan-code.com,2,26.8,44.9
lburnard@kan-code.com,3,20.1,45.7
lbuvens@statholdings.com,1,27.6,55.2
lcaiafa@groovestreet.com,2,21.6,54.7
lcaiafa@groovestreet.com,3,20.4,36.7
lcaiafa@groovestreet.com,5,20.7,52.7
lcaiafa@groovestreet.com,9,18.2,43.1
lcaiafa@groovestreet.com,11,18.7,28.6
lcaiafa@groovestreet.com,12,17.9,38.6
lcaiafa@plussunin.com,1,19.9,55.0
lcaiafa@plussunin.com,2,17.7,44.5
lcallaro@faxquote.com,2,16.9,30.7
lcampain@fasehatice.com,1,20.1,43.5
lcantres@y-corporation.com,1,17.8,22.7
lcartan@konmatfix.com,2,17.2,42.7
lcartan@konmatfix.com,4,26.2,51.2
lcartan@konmatfix.com,6,17.3,42.2
lcetta@bioholding.com,2,22.7,34.7
lcetta@bioholding.com,4,22.8,38.9
lcetta@kan-code.com,2,27.4,47.6
lchaffins@plussunin.com,3,21.4,41.9
lchaffins@treequote.com,1,20.9,37.7
lcolaizzo@bioplex.com,4,20.7,53.4
lcolla@plussunin.com,1,19.7,28.0
lcolla@plussunin.com,2,15.1,50.2
lcolla@plussunin.com,3,21.0,31.1
lcoody@doncon.com,3,22.9,57.2
lcork@treequote.com,1,21.0,49.4
lcorrio@gogozoom.com,1,24.4,58.1
lcorrio@lexiqvolax.com,1,21.7,32.4
lcousey@dambase.com,2,26.2,40.7
lcousey@dambase.com,3,24.7,48.5
lcousey@dambase.com,6,24.5,35.9
lcousey@dambase.com,7,21.7,48.5
lcoyier@condax.com,1,24.0,44.8
lcoyier@condax.com,2,25.2,45.8
lcoyier@condax.com,3,18.7,49.3
lcoyier@openlane.com,1,29.4,34.3
lcoyier@openlane.com,2,18.0,29.5
lcryer@kan-code.com,2,16.1,31.9
lcryer@kan-code.com,3,19.6,45.0
lcryer@konmatfix.com,1,22.1,32.2
ldallen@hottechi.com,1,24.9,30.8
ldallen@hottechi.com,2,24.5,36.1
ldarakjy@stanredtax.com,3,17.0,30.0
ldegonia@inity.com,2,27.4,38.3
ldegonia@kinnamplus.com,1,18.3,50.5
ldegonia@plusstrip.com,1,20.0,40.5
ldevreese@doncon.com,2,19.4,41.7
ldevreese@doncon.com,3,15.3,31.3
ldewar@y-corporation.com,4,18.2,43.4
ldewar@y-corporation.com,5,19.4,31.7
ldewar@y-corporation.com,7,18.8,54.9
ldilello@scotfind.com,3,16.8,40.7
ldinos@plusstrip.com,1,22.1,68.9
ldopico@warephase.com,3,15.6,53.1
ldopico@warephase.com,4,25.9,44.8
ldopico@warephase.com,6,21.7,47.1
leanes@openlane.com,3,22.1,32.0
leanes@zathunicon.com,1,23.2,46.4
leanes@zathunicon.com,4,19.0,52.8
lemard@dalttechnology.com,2,22.7,45.1
lemard@singletechno.com,2,22.5,40.8
lemard@singletechno.com,3,21.3,59.7
lemard@stanredtax.com,1,22.9,35.5
lemard@stanredtax.com,2,23.9,44.3
lemigh@betasoloin.com,3,21.1,50.1
lennaco@bioplex.com,1,19.7,59.0
lennaco@bioplex.com,3,23.8,20.8
leschberger@scottech.com,2,16.2,41.2
leschberger@scottech.com,4,22.9,43.0
leschberger@scottech.com,6,23.7,38.7
leschberger@scottech.com,7,21.6,31.2
lestell@lexiqvolax.com,1,21.3,61.2
lfallick@sonron.com,1,25.0,33.9
lfallick@sonron.com,2,24.4,28.7
lfallick@sonron.com,5,23.2,40.4
lfallick@sonron.com,6,20.7,44.9
lfallick@sonron.com,7,19.3,52.9
lfeichtner@donquadtech.com,1,14.8,43.1
lfelger@fasehatice.com,4,13.0,45.1
lfelger@fasehatice.com,5,26.7,29.8
lfelger@nam-zim.com,2,17.9,31.3
lfelger@nam-zim.com,4,20.4,57.9
lfelger@nam-zim.com,6,25.0,55.4
lfigeroa@mathtouch.com,1,26.5,44.2
lfigeroa@mathtouch.com,2,21.5,45.8
lfigeroa@mathtouch.com,4,34.1,46.8
lfishburne@kinnamplus.com,1,27.8,47.7
lfishburne@kinnamplus.com,2,22.0,40.9
lflosi@domzoom.com,1,21.4,57.9
lflosi@ganjaflex.com,1,21.7,39.4
lflosi@ganjaflex.com,2,9.7,36.9
lfoller@konex.com,2,20.3,42.4
lfoller@konex.com,4,18.0,38.1
lfoller@konex.com,6,15.6,34.3
lfrey@sonron.com,1,19.9,44.0
lfrey@sonron.com,3,19.0,37.2
lfunnell@opentech.com,2,19.0,38.1
lfunnell@opentech.com,4,24.7,36.3
lfunnell@opentech.com,5,21.7,34.2
lgehrett@rantouch.com,1,19.0,24.9
lgehrett@rantouch.com,3,17.9,49.3
lgiguere@goodsilron.com,3,21.6,44.7
lgillaspie@konmatfix.com,1,25.7,43.7
lgillaspie@statholdings.com,1,19.6,37.6
lgillaspie@statholdings.com,2,25.7,55.2
lgleich@golddex.com,1,13.4,31.1
lgleich@plusstrip.com,2,20.1,44.4
lgleich@plusstrip.com,3,26.2,43.6
lgleich@scottech.com,1,16.4,33.7
lgleich@scottech.com,3,25.7,47.4
lglick@openlane.com,2,23.9,46.6
lgoldammer@blackzim.com,1,18.6,42.0
lgreenbush@iselectrics.com,1,23.6,38.0
lgreenbush@sunnamplex.com,4,24.8,47.8
lhagele@lexiqvolax.com,1,20.4,51.3
lharabedian@betatech.com,1,28.3,37.5
lharabedian@betatech.com,5,22.8,32.9
lharnos@sonron.com,2,27.9,52.3
lharnos@sonron.com,5,20.8,35.6
lharnos@sonron.com,6,21.7,59.6
lharoldson@toughzap.com,2,17.9,34.3
lheimann@groovestreet.com,1,24.4,31.2
lheimann@groovestreet.com,2,22.9,40.3
lheimann@silis.com,2,23.1,41.9
lheimann@sunnamplex.com,1,15.8,42.0
lheimann@sunnamplex.com,2,23.2,46.5
lheintzman@plexzap.com,1,25.0,32.7
lheintzman@plexzap.com,4,18.7,28.7
lheintzman@year-job.com,2,21.3,26.8
lhiatt@j-texon.com,1,22.3,49.7
lhirpara@blackzim.com,2,19.7,41.7
lhirpara@scottech.com,1,18.5,35.9
lhirpara@statholdings.com,1,22.9,32.9
lhirpara@statholdings.com,2,17.9,45.4
lhirpara@statholdings.com,3,23.1,51.2
lhochard@gogozoom.com,1,27.5,29.6
lhochard@gogozoom.com,4,20.1,60.9
lhochard@gogozoom.com,7,21.9,45.1
lhoffis@iselectrics.com,4,17.3,52.8
lhoffis@mathtouch.com,1,20.5,38.0
lhoneywell@gogozoom.com,1,21.6,46.4
lhoopengardner@statholdings.com,1,21.1,33.9
lhoopengardner@statholdings.com,2,23.9,29.5
lhudnall@nam-zim.com,1,20.6,51.3
ljillson@labdrill.com,3,15.7,26.7
ljurney@conecom.com,2,23.7,43.1
lkampa@conecom.com,1,25.4,39.5
lkampa@conecom.com,2,15.2,48.6
lkampa@conecom.com,3,23.2,25.9
lkarpin@silis.com,3,20.4,48.2
lkarpin@xx-holding.com,3,23.0,44.9
lkeener@iselectrics.com,1,25.1,28.1
lkeener@iselectrics.com,3,29.8,59.5
lkeetch@cancity.com,4,20.7,42.7
lkeetch@cancity.com,6,18.3,45.2
lkeneipp@streethex.com,1,23.0,54.7
lketelsen@doncon.com,1,20.8,40.1
lketelsen@doncon.com,2,22.9,61.5
lkiel@finhigh.com,8,26.0,43.2
lkohnert@warephase.com,2,28.9,47.5
lkonopacki@cancity.com,1,21.1,56.0
lkonopacki@hatfan.com,1,22.3,57.7
lkonopacki@hatfan.com,3,21.2,45.8
lkonopacki@hatfan.com,6,20.1,39.8
lkusko@ontomedia.com,1,21.3,20.5
llabreche@donware.com,2,18.5,42.0
llabreche@donware.com,3,18.4,40.9
llabreche@isdom.com,1,25.5,45.7
llace@xx-zobam.com,1,23.0,39.1
llace@xx-zobam.com,2,23.2,56.3
llacovara@ron-tech.com,2,21.9,50.9
llary@groovestreet.com,1,23.5,40.7
llary@groovestreet.com,2,17.7,36.0
llary@groovestreet.com,3,25.4,66.6
llary@inity.com,3,19.2,44.1
llary@inity.com,4,21.4,43.9
llatzke@dontechi.com,1,20.1,30.8
llatzke@dontechi.com,6,30.5,46.8
llatzke@dontechi.com,7,24.3,34.7
llatzke@hatfan.com,1,17.2,36.0
llawler@cancity.com,2,19.8,40.0
lleinenbach@condax.com,4,29.4,33.8
lleinenbach@condax.com,5,27.4,32.5
lleinenbach@condax.com,6,17.0,45.3
lleinenbach@condax.com,7,26.1,23.5
llietz@bioplex.com,1,16.1,47.1
llimmel@zencorporation.com,3,20.9,53.2
llinahan@gogozoom.com,1,16.0,30.1
llinahan@kinnamplus.com,1,19.7,24.0
llinahan@lexiqvolax.com,4,15.2,24.9
llinahan@lexiqvolax.com,6,22.1,52.2
llinahan@singletechno.com,2,18.5,40.1
llinahan@singletechno.com,3,22.5,51.2
llipkin@kinnamplus.com,3,24.4,44.4
lloader@treequote.com,3,23.3,44.9
llueckenbach@zoomit.com,7,22.4,32.1
llungren@doncon.com,1,28.5,34.3
lmadarang@ontomedia.com,2,12.8,49.9
lmadarang@ontomedia.com,4,13.8,37.8
lmadarang@ontomedia.com,7,20.8,49.0
lmaile@zotware.com,2,23.8,54.7
lmaillard@betatech.com,1,21.0,30.1
lmaillard@betatech.com,2,24.6,48.8
lmaillard@betatech.com,3,16.2,57.4
lmallett@condax.com,2,30.2,34.8
lmalvin@iselectrics.com,1,20.6,25.0
lmalvin@labdrill.com,2,23.9,51.1
lmalvin@labdrill.com,5,16.9,52.1
lmanno@doncon.com,2,26.9,39.6
lmarrier@blackzim.com,1,17.2,36.5
lmarrier@opentech.com,2,16.4,39.9
lmastella@ganjaflex.com,1,24.8,61.6
lmaybury@finhigh.com,1,24.1,25.7
lmaybury@finhigh.com,3,28.1,41.9
lmaybury@finhigh.com,7,22.7,41.1
lmaybury@finhigh.com,8,20.2,33.5
lmaynerich@bioplex.com,1,20.1,21.2
lmclaird@blackzim.com,3,21.8,40.7
lmclaird@stanredtax.com,1,20.7,10.1
lmcrae@warephase.com,2,28.8,43.4
lmeinerding@domzoom.com,2,30.9,40.2
lmeinerding@domzoom.com,4,23.9,36.3
lmeinerding@warephase.com,1,21.3,38.6
lmenter@hottechi.com,2,20.4,45.6
lmenter@plusstrip.com,4,23.3,36.8
lmerced@zumgoity.com,1,23.0,51.7
lmerced@zumgoity.com,2,26.5,33.8
lmerced@zumgoity.com,3,18.3,41.3
lmeteer@plusstrip.com,1,16.3,49.9
lmeteer@plusstrip.com,2,28.7,17.6
lmeteer@plusstrip.com,4,21.6,57.6
lmeteer@plusstrip.com,6,23.4,36.9
lmeteer@plusstrip.com,8,16.8,43.9
lmiceli@newex.com,1,26.1,52.6
lmiceli@newex.com,3,23.2,46.6
lmondella@conecom.com,4,27.1,28.9
lmonterrubio@groovestreet.com,4,22.0,50.8
lmorasca@kinnamplus.com,1,20.0,37.4
lmorocco@newex.com,1,23.4,44.4
lmorocco@newex.com,2,16.5,45.0
lmotley@sumace.com,2,22.5,25.8
lmugnolo@doncon.com,1,22.7,37.9
lmunns@hottechi.com,3,20.1,63.6
lmunns@zotware.com,1,22.6,50.5
lmyricks@openlane.com,2,21.5,46.2
lmyricks@openlane.com,4,15.7,42.3
lnabours@konmatfix.com,4,21.7,43.7
lnachor@scottech.com,1,28.0,51.1
lneither@iselectrics.com,3,13.7,42.4
lnievas@cancity.com,2,14.9,44.5
lnunlee@scottech.com,2,26.1,43.3
loldroyd@kinnamplus.com,1,19.2,46.4
lonofrio@opentech.com,2,23.7,45.2
lonofrio@rangreen.com,1,23.8,45.3
lpaa@dontechi.com,3,20.3,44.6
lpaa@dontechi.com,4,24.4,58.1
lpagliuca@lexiqvolax.com,1,24.6,36.2
lpagliuca@lexiqvolax.com,3,19.9,44.9
lpalaia@hatfan.com,1,19.8,58.7
lpalaia@hatfan.com,3,18.2,53.0
lpalaia@nam-zim.com,2,15.3,40.6
lpalaia@singletechno.com,2,21.5,61.8
lpalaia@singletechno.com,3,22.3,38.0
lpalaspas@funholding.com,5,21.7,42.0
lpalaspas@labdrill.com,1,22.9,53.8
lpapasergi@goodsilron.com,2,20.0,46.9
lpapasergi@goodsilron.com,3,18.3,58.0
lpaprocki@year-job.com,3,17.0,35.8
lparlato@donquadtech.com,2,22.7,26.5
lparlato@gogozoom.com,1,19.1,37.1
lparvis@j-texon.com,1,28.1,31.4
lparvis@j-texon.com,2,14.7,38.4
lparvis@lexiqvolax.com,1,19.3,46.0
lpaulas@codehow.com,1,21.2,35.9
lperigo@lexiqvolax.com,4,18.5,36.5
lperin@betatech.com,3,22.4,31.8
lperin@betatech.com,5,22.8,31.0
lperin@betatech.com,6,16.9,55.4
lperin@ontomedia.com,1,25.7,41.3
lpinilla@zumgoity.com,6,24.8,47.5
lplumer@zotware.com,2,18.0,59.3
lpolidori@konex.com,1,26.8,40.8
lpolidori@konex.com,3,18.1,30.7
lpolidori@zoomit.com,1,22.1,50.0
lpolidori@zoomit.com,2,30.2,33.7
lpugh@yearin.com,2,22.6,31.0
lpugh@yearin.com,3,22.2,46.5
lradde@inity.com,2,18.5,60.5
lradde@inity.com,3,21.1,37.5
lrhoden@inity.com,2,22.0,39.6
lrhym@bioplex.com,2,16.8,48.0
lrhym@rundofase.com,1,22.8,51.1
lrhym@rundofase.com,4,17.4,40.9
lroyster@sumace.com,3,16.6,51.6
lroyster@sumace.com,4,19.0,60.9
lroyster@sunnamplex.com,1,27.3,33.0
lroyster@sunnamplex.com,2,17.9,50.3
lroyster@sunnamplex.com,4,22.4,44.7
lroyster@sunnamplex.com,5,22.1,35.2
lroyster@sunnamplex.com,6,15.7,42.7
lroyster@sunnamplex.com,8,21.4,42.6
lruta@yearin.com,2,20.7,39.6
lruta@yearin.com,3,29.9,44.8
lruta@yearin.com,4,25.9,50.6
lsamu@inity.com,1,17.4,39.1
lsamu@zencorporation.com,1,11.9,39.5
lsarao@lexiqvolax.com,1,19.4,59.8
lsaras@dambase.com,3,23.7,35.5
lschemmer@dontechi.com,2,16.2,41.4
lscheyer@funholding.com,2,21.3,37.1
lschmaltz@golddex.com,3,17.4,52.9
lschnitzler@sonron.com,3,17.9,54.5
lscipione@zathunicon.com,3,22.7,44.5
lscipione@zathunicon.com,4,21.2,31.3
lseewald@rundofase.com,3,24.0,49.2
lsengbusch@toughzap.com,2,25.0,38.4
lsengbusch@toughzap.com,3,24.7,41.4
lshealy@conecom.com,3,29.0,40.6
lshields@groovestreet.com,1,24.1,44.4
lshinko@xx-holding.com,1,28.7,25.8
lsilvestrini@nam-zim.com,4,21.8,50.3
lsilvestrini@zotware.com,1,28.5,29.7
lsimilton@rangreen.com,2,24.6,46.2
lskursky@dalttechnology.com,1,28.6,30.3
lskursky@ganjaflex.com,3,23.9,52.6
lskursky@ganjaflex.com,5,19.1,39.3
lsmith@cancity.com,1,15.9,25.8
lspickerman@sunnamplex.com,1,29.2,56.3
lspringe@ganjaflex.com,1,20.1,61.3
lspringe@ganjaflex.com,2,22.5,63.6
lspringe@ganjaflex.com,4,22.1,37.0
lsteier@green-plus.com,2,26.4,31.5
lsteier@green-plus.com,4,26.9,35.1
lstem@labdrill.com,2,24.6,41.2
lstem@labdrill.com,3,14.0,48.4
lstimmel@iselectrics.com,1,23.4,45.0
lstimmel@iselectrics.com,2,25.1,31.6
lstimmel@iselectrics.com,3,18.6,41.7
lstrassner@kan-code.com,3,17.1,51.3
lstrassner@kan-code.com,4,14.6,48.5
lstrassner@kan-code.com,6,22.9,41.6
lstuer@kan-code.com,1,18.8,41.4
lsuffield@scottech.com,1,24.6,26.2
lsweely@rangreen.com,1,21.7,40.7
lsweely@rangreen.com,2,25.1,52.9
lsweigard@toughzap.com,1,25.5,52.8
lsyrop@domzoom.com,1,17.2,34.9
ltagala@conecom.com,1,19.5,27.1
ltawil@plusstrip.com,2,23.4,36.9
lthreets@blackzim.com,2,21.6,37.6
lthyberg@opentech.com,3,22.3,22.1
lthyberg@toughzap.com,1,18.4,47.6
ltimenez@rangreen.com,1,25.9,54.7
ltimenez@rangreen.com,3,21.7,48.1
ltollner@funholding.com,3,25.6,54.0
ltollner@golddex.com,3,21.6,37.4
ltomblin@plusstrip.com,5,19.0,27.5
ltomblin@plusstrip.com,6,25.8,41.7
ltomblin@plusstrip.com,7,29.0,39.4
ltoyama@rundofase.com,1,18.2,46.6
ltoyama@rundofase.com,2,15.3,31.5
ltoyama@rundofase.com,4,26.7,42.7
ltreston@ganjaflex.com,4,24.2,41.6
ltreston@ganjaflex.com,5,19.8,54.2
ltreston@ganjaflex.com,6,23.3,41.5
ltromblay@isdom.com,3,18.9,35.3
lvenere@ganjaflex.com,2,24.7,42.8
lvenere@ganjaflex.com,3,14.0,38.0
lventura@betasoloin.com,1,20.1,35.0
lventura@betasoloin.com,4,21.9,43.4
lvinning@hatfan.com,1,18.9,38.2
lvizarro@hatfan.com,7,26.8,41.1
lvizarro@hatfan.com,9,25.7,49.5
lwardrip@streethex.com,6,19.7,64.4
lwaymire@konmatfix.com,1,20.2,51.0
lweglarz@codehow.com,1,22.9,34.2
lweglarz@conecom.com,1,27.0,39.1
lweglarz@dalttechnology.com,2,22.3,53.9
lweirather@sunnamplex.com,1,24.5,30.1
lwenner@blackzim.com,2,24.5,51.7
lwenner@blackzim.com,3,22.1,28.4
lwenner@blackzim.com,4,20.4,25.7
lwenner@blackzim.com,6,22.5,44.1
lwenzinger@konmatfix.com,1,17.8,61.5
lwhobrey@mathtouch.com,1,20.0,42.7
lwhobrey@mathtouch.com,3,18.7,49.5
lwieser@green-plus.com,2,24.5,57.5
lwiklund@inity.com,1,24.7,44.3
lwitten@dontechi.com,1,26.2,51.2
lwitten@dontechi.com,4,20.9,40.9
lwolfgramm@scottech.com,1,19.6,37.3
lwolfgramm@scottech.com,2,26.6,36.6
lwolfgramm@warephase.com,1,20.4,34.1
lworlds@plexzap.com,1,19.0,34.8
lworlds@plussunin.com,2,22.3,70.9
lyglesias@dalttechnology.com,1,24.7,27.6
lyglesias@dalttechnology.com,4,18.5,54.4
lyori@ganjaflex.com,1,22.0,42.2
lyori@zoomit.com,1,23.1,54.9
lyori@zoomit.com,2,22.6,50.3
lyum@ontomedia.com,1,25.4,36.2
lzane@y-corporation.com,3,21.8,38.6
macuff@iselectrics.com,2,15.9,23.9
madkin@silis.com,2,20.6,48.5
mahle@kinnamplus.com,3,21.2,28.0
malbares@goodsilron.com,2,23.8,40.1
mamigon@donquadtech.com,2,17.2,37.7
mamigon@ganjaflex.com,1,20.5,40.6
mamigon@statholdings.com,1,21.5,47.2
mamyot@fasehatice.com,2,34.4,41.6
mamyot@fasehatice.com,3,18.4,49.6
mamyot@fasehatice.com,5,19.8,40.1
mamyot@fasehatice.com,7,14.2,39.8
maquas@conecom.com,1,20.2,45.8
marceo@bioplex.com,2,30.7,44.1
masar@zumgoity.com,1,23.3,55.5
mauffrey@kan-code.com,2,21.7,40.2
mauffrey@zotware.com,2,21.7,35.1
mauffrey@zotware.com,3,24.0,63.6
mbatman@doncon.com,1,24.9,39.5
mbatman@doncon.com,5,18.9,41.0
mbatman@doncon.com,6,21.0,40.6
mbatman@doncon.com,7,21.0,46.1
mbatman@doncon.com,8,22.3,51.5
mbenimadho@finhigh.com,3,30.0,60.5
mbenimadho@green-plus.com,2,22.3,37.6
mbennick@lexiqvolax.com,1,20.6,50.0
mbennick@lexiqvolax.com,3,15.4,66.8
mberray@groovestreet.com,1,21.8,27.8
mberray@groovestreet.com,6,19.7,42.9
mbiddy@j-texon.com,4,26.2,40.9
