email,square_footage,household_type,thermostat_setting_heating,thermostat_setting_cooling,postal_code
bmcnease@singletechno.com,85,apartment,74,NULL,43356
bmeteer@dalttechnology.com,223,house,71,70,49077
bmirafuentes@plexzap.com,849,apartment,73,70,66901
bmontezuma@donware.com,33,"mobile home",75,71,83874
bmulqueen@dalttechnology.com,2100,house,69,72,40622
bmunns@newex.com,1554,townhome,76,NULL,07630
bmyricks@green-plus.com,995,condominium,73,NULL,38055
bnestle@xx-holding.com,428,apartment,74,NULL,29936
bnievas@iselectrics.com,1179,townhome,72,72,68301
bnievas@ontomedia.com,2266,condominium,73,73,45211
bostrosky@codehow.com,2313,house,74,NULL,74630
bpadilla@zathunicon.com,1118,townhome,71,NULL,66538
bpagliuca@bioplex.com,1207,house,76,74,06108
bparlato@streethex.com,681,house,73,75,05905
bpedrozo@kan-code.com,1086,townhome,65,72,93502
bplumer@labdrill.com,679,apartment,65,NULL,15237
bpoullion@bioholding.com,1238,house,72,74,29622
bpugh@opentech.com,1694,condominium,73,NULL,65785
bregusters@domzoom.com,717,apartment,70,76,60691
brentfro@green-plus.com,218,"mobile home",72,73,04982
brhymes@funholding.com,905,apartment,75,71,11217
briden@opentech.com,501,house,69,73,41037
brim@groovestreet.com,787,townhome,71,71,65565
briopelle@donquadtech.com,2443,condominium,69,71,17851
bruta@faxquote.com,666,condominium,74,73,83111
bryser@zotware.com,803,apartment,66,NULL,58645
bsamara@konmatfix.com,1403,house,72,NULL,79943
bsaras@golddex.com,1688,apartment,NULL,74,18453
bsarbacher@mathtouch.com,192,"mobile home",72,70,28092
bsarbacher@newex.com,1463,townhome,70,74,97039
bsayaphon@funholding.com,52,condominium,73,75,69334
bsayaphon@sunnamplex.com,1325,townhome,67,72,21822
bschirpke@donquadtech.com,1187,townhome,73,76,67464
bschirpke@donware.com,817,townhome,76,72,04646
bschirpke@goodsilron.com,1023,apartment,77,NULL,45113
bscipione@donquadtech.com,751,condominium,69,73,64433
bscipione@silis.com,1246,apartment,68,75,13042
bsergi@dontechi.com,900,apartment,76,72,17007
bshadrick@lexiqvolax.com,1792,house,NULL,NULL,35453
bshields@yearin.com,1932,townhome,NULL,NULL,37310
bshire@sonron.com,39,"mobile home",71,NULL,66601
bsilvestrini@cancity.com,950,house,76,69,02805
bsimilton@opentech.com,694,"mobile home",NULL,72,93727
bskulski@kinnamplus.com,2342,apartment,68,NULL,19495
bskursky@ron-tech.com,527,apartment,76,75,32125
bslusarski@donquadtech.com,501,apartment,69,NULL,13088
bspickerman@domzoom.com,177,"mobile home",69,69,60933
bspringe@betatech.com,1008,apartment,75,70,50436
bspringe@funholding.com,248,apartment,69,72,48849
bsteffensmeier@y-corporation.com,755,"mobile home",75,NULL,36142
bsteffensmeier@year-job.com,87,house,66,NULL,66738
bsteier@fasehatice.com,753,apartment,76,NULL,11518
bstimmel@inity.com,641,apartment,NULL,NULL,16353
bstoltzman@green-plus.com,2476,house,64,74,38339
bstoltzman@plusstrip.com,1267,house,NULL,72,98524
bsuell@inity.com,1537,house,NULL,NULL,27923
bsuell@plexzap.com,723,apartment,NULL,NULL,85920
bsuffield@finjob.com,906,townhome,67,74,44630
bsweigard@nam-zim.com,1570,townhome,70,NULL,18638
bsyrop@domzoom.com,2230,townhome,77,68,48465
btheodorov@opentech.com,99,house,NULL,72,47976
bthyberg@labdrill.com,193,townhome,67,73,61634
btillotson@sonron.com,157,"mobile home",NULL,69,34473
btjepkema@plussunin.com,425,apartment,NULL,71,16870
btollner@streethex.com,1081,"mobile home",70,72,33004
btomasulo@green-plus.com,1978,house,75,71,77471
btreston@ron-tech.com,357,apartment,77,71,33460
btromblay@funholding.com,2048,house,69,NULL,11356
bturinetti@zathunicon.com,1474,apartment,70,72,76882
bupthegrove@blackzim.com,442,apartment,72,NULL,11969
bvarriano@codehow.com,1142,condominium,NULL,71,19319
bvenere@labdrill.com,390,apartment,70,NULL,48434
bvillanueva@funholding.com,1439,condominium,68,73,56578
bvinning@hottechi.com,1152,apartment,76,71,61730
bvocelka@isdom.com,466,apartment,70,NULL,96022
bwalthall@statholdings.com,813,house,NULL,76,70002
bwardrip@fasehatice.com,790,apartment,70,NULL,49921
bweight@zoomit.com,1516,house,75,75,31565
bweirather@donquadtech.com,85,townhome,69,74,71135
bweirather@ganjaflex.com,703,house,76,73,05076
bwenzinger@ontomedia.com,1969,apartment,72,NULL,73622
bwide@lexiqvolax.com,162,"mobile home",77,74,28579
bwieser@nam-zim.com,2092,apartment,70,75,77079
bwildfong@xx-zobam.com,1964,townhome,70,NULL,29831
bwitten@green-plus.com,2029,apartment,71,72,65067
bwolny@hottechi.com,54,townhome,NULL,NULL,67233
byaw@xx-holding.com,254,"mobile home",69,NULL,07860
byori@golddex.com,499,apartment,NULL,72,62215
byum@finhigh.com,878,townhome,NULL,NULL,88264
bzagen@dambase.com,258,"mobile home",70,74,60110
cabdallah@dambase.com,162,condominium,70,74,93955
cacey@sonron.com,2043,condominium,74,73,76429
cacuff@codehow.com,2596,house,77,72,59053
cacuff@fasehatice.com,641,house,75,NULL,21686
cadkin@plusstrip.com,603,townhome,73,72,73099
cahle@fasehatice.com,1416,townhome,70,NULL,59351
cahle@newex.com,551,apartment,71,NULL,47920
cahle@ontomedia.com,976,apartment,76,75,95205
calbares@rantouch.com,861,apartment,78,73,98850
calbares@zencorporation.com,685,"mobile home",NULL,NULL,97341
camigon@lexiqvolax.com,1285,townhome,73,70,72379
camigon@plexzap.com,1063,apartment,71,75,79918
camyot@finhigh.com,607,townhome,71,74,18445
candreason@streethex.com,1129,apartment,68,NULL,07062
cangalich@codehow.com,1106,apartment,73,70,41839
cangalich@lexiqvolax.com,587,townhome,75,72,73196
cangalich@xx-zobam.com,1869,townhome,NULL,70,06101
carceo@bioplex.com,1288,townhome,75,70,54152
carceo@codehow.com,398,apartment,74,75,46748
caredondo@konmatfix.com,319,apartment,76,71,73832
cauber@groovestreet.com,73,"mobile home",69,69,53102
cauffrey@fasehatice.com,407,apartment,72,74,38621
cauffrey@hottechi.com,1170,apartment,73,74,80135
cbarfield@fasehatice.com,1470,house,71,71,66628
cbarfield@iselectrics.com,2220,house,75,71,99005
cbatman@green-plus.com,1077,apartment,74,NULL,75762
cbayless@silis.com,1974,house,67,71,62871
cbeech@cancity.com,76,townhome,75,NULL,59484
cbeech@zencorporation.com,846,apartment,NULL,NULL,60448
cbennick@blackzim.com,409,condominium,78,NULL,75240
cbennick@toughzap.com,1145,house,76,72,18333
cberganza@zathunicon.com,1732,house,69,74,50428
cbergesen@ron-tech.com,2064,house,NULL,70,84701
cberlanga@groovestreet.com,1082,apartment,73,69,37871
cberray@openlane.com,601,apartment,76,70,28311
cbevelacqua@codehow.com,1273,townhome,71,NULL,34747
cbevelacqua@plusstrip.com,788,house,70,75,08905
cbiddy@j-texon.com,776,house,72,71,77063
cbirkner@hottechi.com,1372,house,NULL,NULL,91340
cblackwood@ontomedia.com,833,apartment,73,NULL,57700
cboord@finjob.com,1951,townhome,NULL,76,17407
cboord@toughzap.com,1506,apartment,75,74,10520
cboulter@condax.com,679,house,69,73,34142
cboulter@finhigh.com,869,apartment,70,73,44132
cbrachle@goodsilron.com,666,townhome,67,NULL,54489
cbrossart@nam-zim.com,171,condominium,74,NULL,94534
cbruschke@doncon.com,1287,apartment,78,71,53808
cbruschke@ontomedia.com,435,apartment,72,NULL,06106
cbuemi@streethex.com,2269,house,NULL,69,48466
cburnard@opentech.com,1820,condominium,NULL,73,70355
cburnard@year-job.com,718,house,69,NULL,97435
cbutzen@faxquote.com,1216,townhome,NULL,74,58854
cbutzen@inity.com,2447,townhome,NULL,72,98444
cbuvens@sumace.com,1490,condominium,68,NULL,48212
cbuzick@fasehatice.com,424,"mobile home",71,73,75759
cbuzick@plussunin.com,914,apartment,73,73,95564
ccaiafa@iselectrics.com,1625,townhome,74,NULL,62893
ccaldarera@dalttechnology.com,814,condominium,76,70,58216
ccaldarera@iselectrics.com,1278,townhome,75,73,12304
ccallaro@stanredtax.com,1790,house,67,NULL,65681
ccalvaresi@rantouch.com,1826,apartment,76,NULL,83276
ccampain@dambase.com,464,condominium,72,NULL,96160
ccampain@sonron.com,1084,townhome,73,75,29835
ccampain@zumgoity.com,471,apartment,68,74,19032
ccandlish@nam-zim.com,699,apartment,NULL,NULL,33569
ccandlish@rangreen.com,1321,house,72,74,31205
ccastros@ron-tech.com,1489,townhome,70,71,55722
ccaudy@goodsilron.com,665,house,74,73,67416
ccaudy@zathunicon.com,653,apartment,74,70,43320
ccetta@rundofase.com,2001,condominium,77,NULL,23691
cchaffins@ganjaflex.com,194,"mobile home",66,72,42403
cchickering@plexzap.com,1147,townhome,74,NULL,59641
cchickering@rantouch.com,1516,house,75,72,84050
cchui@donware.com,99,apartment,71,NULL,39042
cchui@ganjaflex.com,1360,house,74,NULL,10278
cchui@scotfind.com,614,condominium,75,NULL,57357
cclaucherty@singletechno.com,1149,house,75,73,58440
ccolaizzo@scotfind.com,1498,house,74,72,04066
ccolaizzo@scottech.com,41,"mobile home",70,72,21916
ccolaizzo@warephase.com,1220,apartment,74,72,98505
ccoody@singletechno.com,1853,house,75,73,02822
ccookey@treequote.com,600,house,74,75,44276
ccorrio@zathunicon.com,2435,house,75,NULL,13631
ccoyier@lexiqvolax.com,1275,apartment,76,73,79016
ccoyier@plexzap.com,1706,apartment,NULL,72,70359
ccrupi@golddex.com,1245,apartment,65,74,74444
ccrupi@inity.com,1090,apartment,73,70,53206
ccryer@betasoloin.com,1984,apartment,76,NULL,76693
ccryer@bioholding.com,64,apartment,NULL,NULL,22947
cdallen@opentech.com,729,"mobile home",76,72,61263
cdallen@scotfind.com,1464,house,76,NULL,07461
cdallen@singletechno.com,2948,townhome,69,71,85324
cdaufeldt@scotfind.com,1562,house,75,NULL,27299
cdegonia@betatech.com,590,apartment,NULL,75,99745
cdegonia@zathunicon.com,332,apartment,76,NULL,45324
cdegroot@faxquote.com,1570,house,NULL,73,89409
cdegroot@newex.com,3090,apartment,74,72,49055
cdelasancha@betasoloin.com,595,apartment,69,72,07302
cdelasancha@green-plus.com,747,apartment,71,NULL,28329
cdelasancha@streethex.com,1578,apartment,71,73,21529
cdeleo@zoomit.com,1050,apartment,68,NULL,97077
cdemesa@ron-tech.com,1037,apartment,NULL,NULL,77235
cdenooyer@bioholding.com,372,apartment,72,73,46283
cdenooyer@konmatfix.com,97,house,74,76,24985
cdevreese@streethex.com,1541,condominium,NULL,NULL,88314
cdevreese@toughzap.com,1025,apartment,72,74,98448
cdickerson@labdrill.com,22,"mobile home",75,71,28209
cdickerson@singletechno.com,4997,house,75,72,54052
cdilliard@blackzim.com,1806,apartment,72,NULL,68144
cdinos@donquadtech.com,558,house,70,NULL,26757
cdinos@faxquote.com,1351,house,70,73,71662
cdinos@nam-zim.com,593,house,66,NULL,48754
cdiscipio@faxquote.com,867,apartment,NULL,NULL,17047
cdiscipio@y-corporation.com,705,apartment,69,73,53103
cdopico@isdom.com,1168,apartment,NULL,72,31031
cdopico@scottech.com,1363,house,NULL,70,79350
cdubaldi@donquadtech.com,692,house,70,75,18351
cduenas@newex.com,660,condominium,67,NULL,50271
cduenas@ontomedia.com,1365,condominium,73,70,57003
cduenas@zotware.com,620,house,71,73,32214
cehmann@betasoloin.com,107,townhome,75,72,99568
cehmann@opentech.com,1159,house,67,NULL,23519
cemigh@dalttechnology.com,468,house,71,71,17211
cengelberg@hottechi.com,42,"mobile home",NULL,75,50105
ceroman@plusstrip.com,1045,townhome,74,74,41605
ceschberger@zumgoity.com,503,apartment,75,75,47870
cfarrow@cancity.com,1471,townhome,NULL,76,95640
cfarrow@scottech.com,1066,townhome,69,NULL,31319
cferencz@golddex.com,1373,house,NULL,NULL,58438
cfern@gogozoom.com,48,condominium,70,74,47586
cferrario@finhigh.com,198,apartment,71,NULL,29706
cfishburne@betasoloin.com,549,apartment,73,72,56090
cflosi@stanredtax.com,499,condominium,75,69,65627
cfortino@mathtouch.com,1639,house,74,73,02832
cfrancescon@donquadtech.com,430,apartment,76,NULL,60516
cfrankel@dambase.com,1096,house,76,73,56762
cfrankel@isdom.com,1960,townhome,74,NULL,39635
cfrankel@stanredtax.com,124,house,67,NULL,17064
cfrerking@rantouch.com,499,"mobile home",76,75,18109
cfrey@ron-tech.com,2706,townhome,75,74,22134
cfrey@zoomit.com,736,house,66,73,13345
cfunnell@silis.com,187,townhome,73,72,17080
cgarufi@finjob.com,1515,house,70,NULL,48803
cgehrett@betasoloin.com,192,"mobile home",NULL,74,80651
cgehrett@fasehatice.com,1174,apartment,72,75,65339
cgehrett@isdom.com,1548,house,78,75,65557
cgellinger@stanredtax.com,766,apartment,74,NULL,47093
cgellinger@treequote.com,1212,apartment,66,NULL,66870
cgellinger@zotware.com,386,apartment,73,75,16432
cgillian@ontomedia.com,1832,condominium,77,NULL,91793
cgillian@opentech.com,62,house,NULL,73,88048
cgleich@betatech.com,203,townhome,71,NULL,91077
cglick@rantouch.com,1225,apartment,74,NULL,95130
cglick@scotfind.com,3536,condominium,72,NULL,40161
cgobern@sunnamplex.com,1561,house,75,69,13774
cgochal@konex.com,1917,house,71,74,87002
cgochal@sonron.com,1190,house,71,69,19516
cgochal@sunnamplex.com,1140,house,69,NULL,40070
cgotter@blackzim.com,490,apartment,78,69,48473
cgreenbush@blackzim.com,1081,house,73,70,34680
cgrenet@y-corporation.com,198,"mobile home",NULL,73,15145
cgudroe@plexzap.com,466,apartment,73,NULL,24360
cgwalthney@isdom.com,447,apartment,72,74,03838
chagele@donquadtech.com,1485,house,73,72,15722
chagele@y-corporation.com,625,house,77,75,43842
chalsey@dambase.com,1229,house,72,76,29178
chalter@toughzap.com,1038,house,72,73,04460
chamilton@singletechno.com,251,townhome,71,72,79749
charnos@blackzim.com,1522,house,75,75,21260
charoldson@condax.com,1733,apartment,NULL,74,54919
chauenstein@xx-zobam.com,2161,apartment,72,NULL,37148
cheimann@silis.com,1941,house,73,73,28112
cheintzman@conecom.com,262,townhome,71,NULL,68661
cheintzman@zumgoity.com,951,apartment,76,NULL,83870
cherritt@toughzap.com,542,apartment,NULL,73,77423
chiatt@blackzim.com,1461,house,NULL,73,11053
chiatt@openlane.com,1582,house,NULL,75,65680
chiatt@y-corporation.com,1605,house,76,72,48021
chixenbaugh@dalttechnology.com,1020,townhome,NULL,71,58405
chixenbaugh@yearin.com,547,apartment,71,73,74036
chochard@blackzim.com,90,house,75,73,55013
choffis@opentech.com,1472,house,69,75,33314
chollack@plusstrip.com,537,house,74,69,67751
choneywell@dalttechnology.com,1294,townhome,68,73,12469
choneywell@ganjaflex.com,1222,apartment,70,74,41815
choneywell@konex.com,1082,apartment,71,73,40241
choneywell@opentech.com,2361,apartment,76,72,14048
choogland@bioplex.com,1346,apartment,76,71,84713
choogland@isdom.com,1470,townhome,NULL,NULL,41048
chughey@betasoloin.com,128,house,NULL,72,23846
chusser@bioholding.com,1268,townhome,75,NULL,38732
chusser@dambase.com,1322,apartment,76,73,60180
cisenhower@zoomit.com,1003,townhome,68,73,82335
citurbide@gogozoom.com,1311,condominium,72,74,91390
citurbide@ontomedia.com,766,apartment,73,73,52101
cjayson@domzoom.com,383,apartment,64,70,23124
cjayson@statholdings.com,169,"mobile home",71,68,93745
cjuhas@zoomit.com,693,house,NULL,NULL,98273
cjuvera@donware.com,827,house,72,71,65622
ckaniecki@hatfan.com,534,apartment,NULL,73,19381
ckaniecki@openlane.com,124,townhome,71,NULL,74058
ckannady@green-plus.com,1691,house,76,71,10460
ckannady@y-corporation.com,1065,house,70,76,40206
ckarpel@singletechno.com,843,apartment,74,NULL,69169
ckeener@inity.com,81,apartment,75,NULL,28746
ckeneipp@sonron.com,361,"mobile home",65,NULL,25173
ckeneipp@zencorporation.com,143,house,70,NULL,17001
cketelsen@finhigh.com,1475,house,73,NULL,41039
ckiel@betatech.com,1078,condominium,76,75,70820
ckiel@toughzap.com,530,apartment,75,73,48603
ckines@bioholding.com,1111,condominium,74,72,25617
ckines@openlane.com,933,condominium,76,NULL,65609
ckippley@sonron.com,1143,house,76,70,40036
cklang@zoomit.com,1952,house,75,NULL,24542
cklusman@donware.com,1191,apartment,NULL,70,99549
cklusman@opentech.com,1969,house,74,72,32066
cknipp@groovestreet.com,3080,townhome,76,71,97403
cknipp@hottechi.com,1130,condominium,NULL,74,32559
ckohl@dontechi.com,1413,house,77,73,33883
ckohl@scotfind.com,454,apartment,73,73,36607
ckonopacki@lexiqvolax.com,599,house,73,NULL,04353
ckoppinger@hottechi.com,1389,apartment,75,NULL,80824
ckoppinger@streethex.com,900,house,NULL,70,42565
ckorando@labdrill.com,2401,apartment,76,72,06786
ckorando@newex.com,2280,house,75,NULL,49546
ckownacki@doncon.com,1845,house,77,73,77459
ckownacki@lexiqvolax.com,512,apartment,69,73,03601
ckulzer@silis.com,1460,condominium,70,72,58001
ckusko@conecom.com,426,"mobile home",74,71,06474
clabreche@opentech.com,601,apartment,71,69,25423
clapage@toughzap.com,155,apartment,78,76,07939
clapage@zumgoity.com,849,condominium,71,75,70813
clawler@cancity.com,1216,house,71,NULL,79788
clawler@faxquote.com,1159,house,72,73,49822
clawler@finhigh.com,866,apartment,NULL,74,32576
clayous@singletechno.com,3955,house,72,72,75780
cleinenbach@plussunin.com,97,apartment,NULL,NULL,71280
cleto@betatech.com,1859,house,74,74,28240
clietz@nam-zim.com,1100,apartment,75,75,04257
clinahan@openlane.com,2050,townhome,76,72,43430
clipke@doncon.com,611,apartment,75,NULL,49688
cliukko@inity.com,1352,apartment,66,71,12851
cliukko@rantouch.com,1566,townhome,72,76,76177
cloder@finjob.com,730,townhome,74,71,90220
cloder@kan-code.com,660,"mobile home",NULL,NULL,89822
clother@treequote.com,874,condominium,72,75,13052
clueckenbach@finhigh.com,463,apartment,71,70,21222
clueckenbach@year-job.com,627,condominium,66,73,30646
cmadarang@rundofase.com,2628,townhome,76,74,95210
cmai@golddex.com,784,house,70,73,05049
cmaillard@green-plus.com,404,apartment,73,71,42211
cmalet@rundofase.com,1017,condominium,NULL,69,64487
cmalet@zathunicon.com,799,house,72,70,08751
cmallett@codehow.com,155,apartment,76,NULL,17310
cmallett@j-texon.com,2401,condominium,71,71,47610
cmalvin@condax.com,559,apartment,NULL,NULL,67630
cmarrier@conecom.com,2320,apartment,72,NULL,08535
cmarrier@year-job.com,199,"mobile home",73,73,10046
cmartabano@zencorporation.com,1132,condominium,74,NULL,49355
cmastella@rantouch.com,1589,house,68,76,62796
cmatuszak@silis.com,2650,house,76,NULL,15337
cmatuszak@xx-holding.com,1001,townhome,72,75,23960
cmccullan@silis.com,254,house,73,73,77238
cmclaird@inity.com,2089,house,67,71,77404
cmeisel@conecom.com,678,apartment,73,NULL,02726
cmeisel@sunnamplex.com,955,townhome,76,74,26285
cmelnyk@ontomedia.com,852,house,75,71,25133
cmeteer@mathtouch.com,1088,condominium,76,73,72173
cmiceli@conecom.com,622,condominium,70,NULL,49077
cmodzelewski@stanredtax.com,879,apartment,72,NULL,15032
cmonarrez@gogozoom.com,965,apartment,NULL,NULL,25009
cmonarrez@golddex.com,747,apartment,NULL,74,65619
cmondella@warephase.com,1334,apartment,71,71,31902
cmorasca@gogozoom.com,1124,house,NULL,NULL,20621
cmorasca@singletechno.com,66,"mobile home",70,NULL,49056
cmorasca@y-corporation.com,633,townhome,NULL,NULL,53184
cmoyd@toughzap.com,1097,apartment,NULL,70,18454
cmulqueen@iselectrics.com,853,apartment,72,74,53804
cmulqueen@zathunicon.com,1795,house,74,74,03270
cmunns@stanredtax.com,975,apartment,69,75,28133
cmyricks@faxquote.com,332,"mobile home",70,72,28954
cneither@betatech.com,956,apartment,72,73,08039
cnestle@stanredtax.com,1917,apartment,NULL,NULL,80201
cnestle@xx-holding.com,2718,house,NULL,70,20099
cnewville@ron-tech.com,1335,townhome,76,NULL,63344
cnicka@codehow.com,509,apartment,NULL,72,48225
cnunlee@streethex.com,271,"mobile home",71,NULL,31313
cohms@scotfind.com,1201,townhome,68,NULL,43931
cohms@toughzap.com,1411,apartment,69,72,05768
cohms@xx-holding.com,153,house,65,70,13453
coldroyd@rangreen.com,74,"mobile home",69,73,42356
coldroyd@scottech.com,1405,apartment,71,73,85253
conofrio@toughzap.com,605,house,75,72,21290
costrosky@isdom.com,482,"mobile home",75,NULL,61815
cpalaspas@finhigh.com,1291,house,73,71,97386
