email,order_entered,energy_efficiency_ratio
lstimmel@konex.com,1,2.8
lstimmel@konex.com,2,1.8
lstockham@sunnamplex.com,1,1.9
lstrassner@kan-code.com,1,1.0
lstrassner@kan-code.com,2,6.1
lstrassner@kan-code.com,3,8.4
lstrassner@kan-code.com,4,4.0
lstrassner@kan-code.com,5,0.9
lstrassner@kan-code.com,6,2.9
lsuffield@scottech.com,4,3.0
lsweely@rangreen.com,3,5.2
ltagala@bioplex.com,3,1.7
ltagala@bioplex.com,5,4.6
ltagala@bioplex.com,6,1.0
ltawil@plusstrip.com,1,2.7
lthreets@blackzim.com,3,1.8
lthreets@rangreen.com,1,6.3
lthreets@rangreen.com,2,6.2
lthreets@rangreen.com,3,5.1
lthreets@rangreen.com,4,17.2
lthyberg@toughzap.com,4,2.4
ltimenez@isdom.com,2,4.0
ltollner@funholding.com,2,3.5
ltollner@funholding.com,4,0.9
ltomblin@condax.com,2,2.2
ltomblin@condax.com,3,2.4
ltomblin@plusstrip.com,1,1.1
ltomblin@plusstrip.com,2,1.7
ltomblin@plusstrip.com,3,5.3
ltomblin@plusstrip.com,4,3.3
ltreston@ganjaflex.com,1,6.9
ltreston@ganjaflex.com,5,6.0
lvanausdal@zumgoity.com,1,7.8
lvanausdal@zumgoity.com,3,2.5
lvenere@domzoom.com,3,1.7
lvenere@rangreen.com,1,0.9
lvenere@rangreen.com,3,1.8
lventura@betasoloin.com,2,1.8
lvillanueva@betasoloin.com,1,3.4
lvinning@hatfan.com,3,2.7
lvizarro@hatfan.com,3,4.7
lvizarro@hatfan.com,4,2.8
lvizarro@hatfan.com,6,2.4
lvizarro@hatfan.com,7,4.1
lwardrip@streethex.com,1,1.4
lwardrip@streethex.com,4,1.4
lwardrip@streethex.com,5,5.2
lwardrip@streethex.com,6,2.6
lweglarz@dalttechnology.com,1,1.4
lweglarz@dalttechnology.com,3,2.7
lwenner@blackzim.com,6,2.5
lwenner@blackzim.com,7,3.4
lwenzinger@konmatfix.com,3,7.7
lwiklund@inity.com,1,1.3
lwiklund@inity.com,2,1.9
lwolfgramm@scottech.com,3,9.3
lwolfgramm@warephase.com,1,4.7
lwolfgramm@warephase.com,5,3.7
lworlds@plexzap.com,2,0.7
lworlds@plexzap.com,3,2.3
lworlds@plussunin.com,1,2.5
lyglesias@dalttechnology.com,2,1.6
lyori@zoomit.com,5,2.4
lyori@zoomit.com,6,0.9
lyum@lexiqvolax.com,1,1.7
lzane@y-corporation.com,3,2.0
macuff@iselectrics.com,2,8.0
madkin@faxquote.com,1,5.7
mahle@kinnamplus.com,1,1.3
mahle@kinnamplus.com,2,4.8
malbares@goodsilron.com,1,3.9
mamigon@donquadtech.com,3,2.4
mamyot@fasehatice.com,6,1.5
mamyot@fasehatice.com,9,2.9
mandreason@domzoom.com,1,2.6
maquas@plussunin.com,3,1.9
marceo@bioplex.com,2,3.8
mauber@hottechi.com,1,3.7
mauffrey@inity.com,1,2.2
mauffrey@kan-code.com,2,5.3
mauffrey@zotware.com,2,2.5
mbartolet@betatech.com,1,18.3
mbatman@doncon.com,3,3.6
mbatman@doncon.com,7,3.5
mbatman@doncon.com,8,4.5
mbenimadho@finhigh.com,1,2.3
mbenimadho@green-plus.com,1,4.7
mbenimadho@green-plus.com,2,24.3
mbenimadho@green-plus.com,3,1.7
mberray@groovestreet.com,2,3.7
mberray@groovestreet.com,3,4.1
mberray@groovestreet.com,5,2.1
mbiddy@j-texon.com,3,1.9
mbiddy@rundofase.com,2,3.1
mbiddy@rundofase.com,4,1.9
mbiddy@zumgoity.com,1,18.1
mbilden@donware.com,4,8.9
mbirkner@lexiqvolax.com,1,5.3
mbirkner@lexiqvolax.com,2,3.3
mbirkner@stanredtax.com,1,2.1
mbitsuie@bioplex.com,2,6.5
mblackwood@mathtouch.com,3,2.2
mbourbon@betatech.com,1,1.4
mbourbon@betatech.com,3,1.2
mbourbon@statholdings.com,3,2.6
mbriddick@funholding.com,1,2.0
mbriddick@ganjaflex.com,1,2.9
mbriddick@ganjaflex.com,2,4.8
mbriddick@ganjaflex.com,3,2.8
mbutt@goodsilron.com,1,3.7
mbutt@goodsilron.com,3,1.3
mbutzen@bioplex.com,3,3.9
mcaiafa@blackzim.com,3,2.8
mcaldarera@blackzim.com,1,3.0
mcallaro@domzoom.com,3,2.8
mcampain@rangreen.com,2,1.4
mcampain@rangreen.com,3,2.1
mcandlish@nam-zim.com,1,1.9
mcanlas@donquadtech.com,1,1.2
mcanlas@donquadtech.com,3,0.9
mcanlas@zotware.com,3,5.2
mcanlas@zotware.com,4,2.5
mcaudy@newex.com,1,3.3
mcaudy@newex.com,4,1.3
mcaudy@xx-zobam.com,2,4.6
mcaudy@xx-zobam.com,3,1.4
mcaudy@xx-zobam.com,4,2.2
mcaudy@xx-zobam.com,5,4.5
mchui@funholding.com,3,4.2
mchui@isdom.com,2,1.7
mdelasancha@xx-zobam.com,2,1.0
mdenooyer@rantouch.com,2,4.9
mdenooyer@yearin.com,1,2.7
mdhamer@hottechi.com,1,2.8
mdhamer@plusstrip.com,3,2.7
mdiestel@ontomedia.com,2,3.1
mdubaldi@j-texon.com,1,2.8
mdubaldi@j-texon.com,2,10.7
mduenas@betasoloin.com,2,2.7
mduenas@betasoloin.com,3,1.3
meanes@bioplex.com,1,3.1
memard@inity.com,1,11.1
memigh@blackzim.com,1,6.5
mengelberg@sonron.com,2,2.6
mengelberg@sonron.com,3,5.0
mengelberg@sonron.com,4,2.5
mengelberg@zumgoity.com,3,2.5
meschberger@dalttechnology.com,1,2.4
meschberger@dalttechnology.com,3,1.0
meschberger@dalttechnology.com,4,1.5
meschberger@dalttechnology.com,5,6.5
mestell@j-texon.com,1,1.5
mestell@j-texon.com,2,1.1
mestell@j-texon.com,3,1.6
mestell@scottech.com,2,1.5
mfeichtner@zathunicon.com,1,6.4
mfeichtner@zathunicon.com,3,2.7
mferrario@yearin.com,2,2.3
mfillingim@kinnamplus.com,6,2.0
mfoller@dontechi.com,4,3.1
mfrerking@bioplex.com,1,3.2
mfritz@labdrill.com,1,4.5
mgalam@xx-holding.com,1,1.2
mgalam@xx-holding.com,2,1.3
mgarufi@betasoloin.com,1,2.6
mgarufi@betasoloin.com,2,1.4
mgarufi@nam-zim.com,2,1.1
mgarufi@nam-zim.com,3,8.2
mgarufi@nam-zim.com,4,8.2
mgato@ganjaflex.com,1,4.4
mglick@stanredtax.com,1,6.4
mglick@stanredtax.com,3,4.8
mgobern@plussunin.com,1,3.7
mgobern@plussunin.com,3,2.8
mgobern@plussunin.com,8,1.7
mgochal@isdom.com,1,2.0
mgochal@isdom.com,3,3.7
mgoldammer@zoomit.com,3,3.9
mgreenbush@year-job.com,2,2.1
mgreenbush@year-job.com,3,3.2
mgudroe@doncon.com,4,5.2
mhanafan@hatfan.com,2,3.1
mharabedian@finhigh.com,2,3.4
mharoldson@year-job.com,1,8.7
mhauenstein@labdrill.com,2,0.6
mhellickson@konex.com,1,2.7
mhiatt@rantouch.com,1,2.3
mhiatt@rantouch.com,3,10.4
mhiatt@rantouch.com,4,11.9
mhirpara@cancity.com,2,1.5
mhirpara@cancity.com,3,1.3
mhixenbaugh@kinnamplus.com,3,3.3
mhoneywell@betatech.com,1,2.6
mhoneywell@sumace.com,4,7.5
mhoogland@betatech.com,2,5.3
mhoogland@betatech.com,4,1.3
mhughey@zencorporation.com,1,2.0
mhusser@doncon.com,1,14.0
misenhower@lexiqvolax.com,1,1.7
misenhower@lexiqvolax.com,2,10.3
miturbide@betasoloin.com,2,2.9
mjeanty@betatech.com,1,4.2
mjeanty@finjob.com,3,1.9
mjulia@fasehatice.com,2,1.9
mjulia@fasehatice.com,3,3.4
mjuvera@newex.com,3,1.3
mjuvera@plusstrip.com,3,2.1
mjuvera@plusstrip.com,4,2.1
mkampa@singletechno.com,1,2.1
mkaniecki@cancity.com,3,1.3
mkaniecki@cancity.com,4,1.3
mkaniecki@cancity.com,5,1.8
mkeneipp@dambase.com,1,4.3
mketelsen@isdom.com,2,1.0
mkines@singletechno.com,5,2.2
mkines@singletechno.com,6,2.1
mkitty@newex.com,1,3.3
mklonowski@finjob.com,2,1.5
mklonowski@finjob.com,3,1.5
mkolmetz@bioholding.com,3,5.1
mkorando@finjob.com,1,4.6
mkorando@sonron.com,2,4.0
mkorando@sonron.com,4,13.1
mkownacki@isdom.com,3,3.8
mkulzer@fasehatice.com,6,1.3
mlary@singletechno.com,4,1.4
mlatzke@condax.com,1,1.3
mlatzke@hottechi.com,1,6.2
mlatzke@openlane.com,2,3.7
mlatzke@openlane.com,4,2.2
mlatzke@openlane.com,8,3.0
mlatzke@openlane.com,9,6.9
mlawler@ontomedia.com,3,5.5
mleto@plusstrip.com,3,11.8
mlindall@opentech.com,2,1.8
mloder@year-job.com,3,1.1
mlother@condax.com,2,3.6
mlueckenbach@finhigh.com,3,1.1
mmaillard@stanredtax.com,2,2.6
mmaillard@stanredtax.com,4,3.8
mmaisto@finjob.com,2,5.7
mmalet@plussunin.com,4,4.9
mmalvin@betasoloin.com,1,4.2
mmalvin@betasoloin.com,4,2.7
mmanno@faxquote.com,2,3.4
mmanno@faxquote.com,3,2.4
mmanno@nam-zim.com,1,2.4
mmanno@nam-zim.com,2,1.9
mmanno@nam-zim.com,3,2.0
mmccullan@j-texon.com,1,8.0
mmccullan@j-texon.com,2,2.2
mmcdoniel@zathunicon.com,2,4.8
mmclaird@labdrill.com,2,1.6
mmclaird@labdrill.com,3,12.8
mmconnell@plussunin.com,1,7.0
mmeisel@openlane.com,3,3.6
mmiro@sunnamplex.com,1,1.3
mmiro@sunnamplex.com,2,1.9
mmiro@yearin.com,2,6.8
mmiro@yearin.com,3,1.9
mmodzelewski@plussunin.com,1,3.9
mmodzelewski@plussunin.com,2,6.9
mmodzelewski@plussunin.com,4,1.9
mmondella@mathtouch.com,1,4.4
mmondella@mathtouch.com,4,2.4
mmonterrubio@domzoom.com,1,2.3
mmonterrubio@domzoom.com,2,6.4
mmugnolo@yearin.com,2,1.7
mmugnolo@yearin.com,3,7.0
mnunlee@konex.com,3,8.0
mnunlee@konex.com,4,1.6
mohms@isdom.com,2,5.0
mostolaza@stanredtax.com,5,7.1
mostolaza@stanredtax.com,6,4.6
mostolaza@stanredtax.com,7,4.4
mostrosky@betatech.com,4,2.8
mostrosky@betatech.com,6,6.5
mostrosky@toughzap.com,1,2.8
mpalaspas@ganjaflex.com,1,7.5
mpalaspas@ganjaflex.com,2,3.9
mpapasergi@mathtouch.com,1,2.1
mpapasergi@mathtouch.com,2,0.9
mparvis@hottechi.com,3,7.5
mpaskin@lexiqvolax.com,4,4.3
mperigo@j-texon.com,3,2.9
mperigo@j-texon.com,5,6.2
mperigo@j-texon.com,6,9.8
mperigo@j-texon.com,7,2.3
mperruzza@konex.com,1,1.6
mperruzza@konex.com,3,4.0
mperruzza@year-job.com,3,1.8
mradde@ganjaflex.com,3,2.0
mrentfro@ron-tech.com,2,2.5
mrestrepo@nam-zim.com,3,8.0
mrhym@betatech.com,1,1.8
mrhym@ron-tech.com,1,7.6
mrodeigues@conecom.com,1,2.9
mrodeigues@conecom.com,2,2.8
mrodeigues@xx-holding.com,1,1.5
mrodeigues@xx-holding.com,2,2.1
mrodeigues@xx-holding.com,3,1.4
mroyster@silis.com,1,1.2
mroyster@silis.com,2,0.7
mrulapaugh@rundofase.com,1,1.3
mrulapaugh@rundofase.com,3,2.5
mrulapaugh@stanredtax.com,1,9.9
mruta@kinnamplus.com,2,1.2
mruta@kinnamplus.com,3,1.4
msahagun@domzoom.com,4,3.2
msahagun@domzoom.com,5,1.9
msama@betatech.com,2,4.3
msarao@lexiqvolax.com,3,1.3
msawchuk@newex.com,3,2.4
mschemmer@bioplex.com,1,18.4
mschemmer@streethex.com,1,6.0
mschemmer@zathunicon.com,1,1.1
mschemmer@zathunicon.com,3,1.5
mschirpke@zathunicon.com,1,0.4
mschmaltz@betasoloin.com,1,4.8
mschnitzler@opentech.com,3,1.6
mseewald@ron-tech.com,1,2.7
mseewald@ron-tech.com,2,1.1
msetter@ganjaflex.com,2,8.1
mshields@hatfan.com,1,8.6
mshields@hatfan.com,3,2.3
mshields@hatfan.com,6,1.0
mshinko@hatfan.com,1,1.8
mshinko@hatfan.com,2,4.6
mshinko@hatfan.com,3,2.0
mshinko@hatfan.com,4,1.8
msilvestrini@zathunicon.com,1,8.3
mskursky@opentech.com,1,4.2
mskursky@yearin.com,1,5.9
mslusarski@donquadtech.com,2,5.7
mslusarski@donquadtech.com,6,2.0
mslusarski@donquadtech.com,8,4.0
mslusarski@donquadtech.com,11,2.6
msmith@labdrill.com,3,1.8
msmith@labdrill.com,4,7.3
msteffensmeier@scottech.com,1,2.3
mstem@sonron.com,3,2.8
mstenseth@betatech.com,2,2.0
mstenseth@betatech.com,3,1.2
mstenseth@plusstrip.com,1,2.3
mstenseth@plusstrip.com,3,2.4
mstuer@year-job.com,4,13.4
mtagala@nam-zim.com,3,2.2
mtawil@conecom.com,1,4.7
mtillotson@finjob.com,1,2.5
mtillotson@finjob.com,2,1.6
mtimenez@plusstrip.com,1,3.9
mtoelkes@donware.com,2,1.5
mtoelkes@scotfind.com,2,0.9
mtollner@green-plus.com,2,2.7
mtollner@green-plus.com,3,5.0
mtomasulo@isdom.com,1,1.8
mtomasulo@isdom.com,5,4.2
mtoyama@zoomit.com,1,0.7
muyetake@ron-tech.com,1,3.4
mvanausdal@openlane.com,1,3.5
mvanheusen@hatfan.com,1,1.2
mvanheusen@hatfan.com,3,3.4
mvanheusen@hatfan.com,4,2.3
mvarriano@dalttechnology.com,2,1.7
mvarriano@labdrill.com,1,4.0
mventura@rantouch.com,1,2.2
mvillanueva@kan-code.com,1,4.8
mvinning@silis.com,2,3.8
mvocelka@condax.com,1,4.3
mvonasek@xx-holding.com,1,3.6
mwaycott@dambase.com,2,5.5
mwaycott@plusstrip.com,3,9.1
mweglarz@donquadtech.com,2,1.7
mweglarz@donquadtech.com,3,3.0
mwenner@plussunin.com,1,28.1
mwesterbeck@faxquote.com,1,13.9
mwhobrey@doncon.com,1,3.1
mwitten@dambase.com,3,5.0
mwolny@opentech.com,1,2.4
mwolny@opentech.com,2,2.1
mwolny@opentech.com,3,1.3
mworlds@doncon.com,1,1.8
mworlds@doncon.com,2,2.8
mworlds@doncon.com,3,1.3
mwrinkles@funholding.com,1,5.3
mwrinkles@funholding.com,3,5.7
myum@dambase.com,4,12.0
myum@dambase.com,6,1.1
myum@silis.com,4,9.6
mzane@opentech.com,1,3.5
nacey@betatech.com,1,1.6
nacey@betatech.com,4,7.5
nankeny@funholding.com,1,2.4
nankeny@funholding.com,2,1.9
naredondo@konmatfix.com,1,0.8
naredondo@konmatfix.com,2,1.9
naredondo@konmatfix.com,4,3.4
nbeech@zencorporation.com,1,0.7
nbeech@zencorporation.com,2,1.2
nbenimadho@plussunin.com,3,3.0
nbenimadho@plussunin.com,6,4.7
nbenimadho@plussunin.com,9,2.9
nberlanga@kan-code.com,1,1.4
nbookamer@rangreen.com,1,9.2
nbookamer@rangreen.com,2,2.1
nbookamer@rangreen.com,3,1.2
nbookamer@rangreen.com,4,1.1
nboulter@hottechi.com,1,3.5
nbubash@condax.com,1,1.2
ncaiafa@newex.com,2,6.2
ncaudy@labdrill.com,1,2.8
ncaudy@labdrill.com,2,4.4
ncaudy@labdrill.com,3,2.1
nclaucherty@codehow.com,1,0.8
nclaucherty@codehow.com,2,1.8
ncolaizzo@scottech.com,1,1.8
ncolaizzo@scottech.com,2,1.1
ncolaizzo@yearin.com,1,2.3
ncolaizzo@yearin.com,2,2.1
ncolaizzo@yearin.com,3,1.7
ncousey@warephase.com,1,2.2
ndaufeldt@ron-tech.com,1,1.9
ndaufeldt@ron-tech.com,2,0.6
ndaufeldt@ron-tech.com,3,2.1
ndorshorst@treequote.com,2,2.3
nengelberg@ganjaflex.com,1,2.1
nengelberg@ganjaflex.com,2,1.6
neschberger@ontomedia.com,2,12.8
nfallick@golddex.com,3,0.9
nfarrar@sumace.com,1,4.1
nferencz@dambase.com,2,4.4
nfern@openlane.com,2,1.7
nflosi@newex.com,1,1.5
nflosi@newex.com,3,1.2
nfortino@gogozoom.com,1,3.2
nfortino@gogozoom.com,3,8.2
nfortino@gogozoom.com,4,1.9
nfortino@gogozoom.com,6,2.6
nfrerking@sumace.com,1,3.5
nfrerking@sumace.com,2,5.0
ngarufi@zoomit.com,2,1.1
ngarufi@zoomit.com,3,1.3
ngillaspie@betasoloin.com,1,2.3
nglick@betatech.com,3,1.9
ngoldammer@mathtouch.com,2,4.1
nhalter@year-job.com,3,2.8
nharnos@nam-zim.com,1,3.9
nharnos@nam-zim.com,2,0.9
nharoldson@warephase.com,1,2.8
nharoldson@warephase.com,2,2.6
nharoldson@warephase.com,3,2.0
nheintzman@mathtouch.com,1,1.9
nheintzman@mathtouch.com,4,2.8
nheintzman@opentech.com,1,7.0
nhirpara@doncon.com,1,2.0
nhirpara@doncon.com,3,1.7
nhirpara@doncon.com,4,2.0
nisaacs@finjob.com,1,2.3
nisaacs@finjob.com,4,6.7
nisaacs@finjob.com,5,2.1
njillson@betatech.com,1,2.1
nkarpel@treequote.com,1,1.9
nkorando@kan-code.com,1,18.9
nlacovara@year-job.com,1,1.1
nlacovara@year-job.com,2,2.1
nlawler@scottech.com,3,2.1
nlawler@scottech.com,5,3.1
nlawler@scottech.com,7,2.3
nlayous@warephase.com,2,2.0
nlietz@bioholding.com,1,6.8
nlietz@bioholding.com,2,2.4
nloader@kinnamplus.com,2,1.8
nloader@kinnamplus.com,3,2.3
nmaillard@singletechno.com,1,4.6
nmallett@rantouch.com,4,14.8
nmatuszak@golddex.com,1,5.2
nmatuszak@golddex.com,2,2.4
nmcrae@xx-holding.com,3,5.2
nmiceli@green-plus.com,1,4.3
nmontezuma@iselectrics.com,3,3.3
nmontezuma@mathtouch.com,4,13.9
nnestle@zoomit.com,1,1.7
nnicolozakes@hottechi.com,1,2.8
nnunlee@plusstrip.com,2,1.8
nnunlee@plusstrip.com,4,1.7
nparlato@goodsilron.com,2,1.7
nparlato@goodsilron.com,3,2.0
nparlato@goodsilron.com,7,1.6
nparvis@donquadtech.com,1,1.2
nparvis@donquadtech.com,3,6.2
npaulas@donware.com,3,2.1
nperin@bioholding.com,1,1.6
nperin@bioholding.com,3,2.2
nplumer@finhigh.com,1,2.7
nplumer@finhigh.com,4,5.9
nreiber@konex.com,1,2.0
nriden@iselectrics.com,2,6.7
nriden@iselectrics.com,3,2.1
nryser@scotfind.com,2,4.7
nryser@scotfind.com,3,2.9
nschmaltz@betatech.com,3,1.5
nshields@j-texon.com,1,4.5
nsimilton@kan-code.com,1,2.7
nstenseth@scottech.com,2,1.4
nsweely@isdom.com,2,2.5
nsweely@isdom.com,3,17.1
nsyrop@finhigh.com,3,1.5
nvanheusen@rangreen.com,2,1.8
nvocelka@scottech.com,1,2.1
nweight@faxquote.com,1,4.4
nweight@stanredtax.com,3,1.5
nweight@stanredtax.com,4,3.4
nweight@stanredtax.com,6,5.7
nwildfong@conecom.com,1,1.3
nwildfong@conecom.com,4,1.1
nwildfong@conecom.com,6,2.9
nwolfgramm@betasoloin.com,1,0.8
nwolfgramm@betasoloin.com,2,2.6
nwolfgramm@betasoloin.com,3,1.0
nwolny@plussunin.com,1,1.5
nzane@faxquote.com,2,12.6
nzane@faxquote.com,3,1.4
nzepp@stanredtax.com,3,11.2
ocryer@xx-zobam.com,1,9.1
odinos@betatech.com,2,2.6
oeroman@donware.com,1,3.6
oeroman@donware.com,3,19.4
ohudnall@ron-tech.com,2,1.2
oloder@dambase.com,2,3.1
omaclead@kinnamplus.com,1,1.0
omenter@dambase.com,1,1.5
oostolaza@zencorporation.com,1,1.2
oostolaza@zencorporation.com,2,1.6
opaulas@conecom.com,3,4.6
oplumer@sumace.com,3,1.8
oryser@rantouch.com,4,4.7
oschemmer@opentech.com,2,0.5
ostockham@y-corporation.com,3,3.1
owaymire@ganjaflex.com,1,1.4
oyglesias@stanredtax.com,1,6.3
oyori@green-plus.com,1,4.4
oyori@green-plus.com,2,7.3
paquas@newex.com,1,3.0
paquas@newex.com,4,14.8
parceo@stanredtax.com,1,2.8
pauffrey@dontechi.com,3,1.3
pbookamer@donware.com,2,8.8
pcookey@zoomit.com,2,0.6
pcookey@zoomit.com,3,0.4
pdallen@green-plus.com,2,1.0
pdallen@green-plus.com,3,2.5
pdallen@green-plus.com,4,1.2
pdallen@green-plus.com,6,0.9
pehmann@conecom.com,1,4.1
pehmann@conecom.com,3,1.7
pennaco@doncon.com,1,1.8
pennaco@doncon.com,4,1.2
peschberger@groovestreet.com,2,7.9
pferrario@blackzim.com,2,2.0
pfishburne@betatech.com,1,2.0
pgalam@condax.com,1,3.9
pgalam@condax.com,3,5.0
pgellinger@plexzap.com,2,13.9
pgleich@domzoom.com,3,1.9
phamilton@domzoom.com,1,1.5
phanafan@rangreen.com,1,4.3
phirpara@rangreen.com,1,0.9
phirpara@rangreen.com,4,1.3
phirpara@rangreen.com,5,5.1
phoffis@kan-code.com,1,3.9
phoffis@kan-code.com,3,10.7
pisenhower@blackzim.com,3,6.7
pisenhower@blackzim.com,4,1.7
piturbide@green-plus.com,1,2.4
pkippley@y-corporation.com,1,1.4
pkippley@y-corporation.com,2,1.4
pkippley@y-corporation.com,4,1.7
pkolmetz@dontechi.com,2,2.4
pkulzer@ganjaflex.com,1,3.2
plimmel@plussunin.com,3,3.3
plimmel@plussunin.com,4,3.7
plimmel@plussunin.com,6,5.5
plother@xx-holding.com,1,5.1
plother@xx-holding.com,3,4.2
pmai@hottechi.com,2,8.0
pmaillard@scotfind.com,4,5.5
pmclaird@sumace.com,1,9.8
pmeinerding@konex.com,1,2.2
pmeinerding@konex.com,2,11.8
pmeteer@funholding.com,2,18.8
pmirafuentes@ron-tech.com,2,1.6
pnestle@cancity.com,1,2.8
pnunlee@sumace.com,1,10.7
pparlato@iselectrics.com,3,1.1
pparlato@iselectrics.com,4,0.9
pparlato@iselectrics.com,6,1.0
pperez@rangreen.com,1,4.6
ppolidori@golddex.com,2,2.7
ppolidori@golddex.com,3,3.6
pradde@bioholding.com,1,6.6
prentfro@singletechno.com,2,1.5
prentfro@singletechno.com,4,3.8
prentfro@singletechno.com,5,1.4
prestrepo@lexiqvolax.com,1,1.4
psarbacher@scotfind.com,3,1.9
pschoeneck@hatfan.com,1,2.5
psergi@silis.com,2,2.3
psergi@silis.com,3,9.4
psergi@silis.com,4,2.5
psilvestrini@labdrill.com,1,1.5
psilvestrini@labdrill.com,2,1.2
psilvestrini@xx-zobam.com,3,3.5
pvarriano@xx-holding.com,4,3.1
pwaycott@zathunicon.com,1,2.6
pwesterbeck@funholding.com,1,2.4
pzagen@sunnamplex.com,2,4.3
pzagen@sunnamplex.com,4,1.0
pzagen@sunnamplex.com,7,8.7
pzagen@sunnamplex.com,8,1.6
qdilliard@finhigh.com,1,1.7
qdilliard@finhigh.com,2,1.1
qfallick@fasehatice.com,4,5.0
qflosi@domzoom.com,6,5.2
qflosi@domzoom.com,7,1.5
qiturbide@fasehatice.com,1,2.2
qkiel@streethex.com,1,1.9
qkiel@streethex.com,6,5.6
qkiel@streethex.com,7,3.1
qkiel@streethex.com,9,1.7
qmcrae@domzoom.com,1,2.2
qneither@domzoom.com,5,3.1
qneither@domzoom.com,6,2.4
qpapasergi@stanredtax.com,1,4.9
qpapasergi@stanredtax.com,4,1.1
qschmierer@hatfan.com,3,2.0
qstaback@hatfan.com,2,1.3
qstaback@hatfan.com,4,2.6
qstaback@hatfan.com,5,1.4
qzepp@ganjaflex.com,1,10.8
rabdallah@donquadtech.com,3,1.4
rabdallah@donquadtech.com,4,0.4
rabdallah@donquadtech.com,5,0.6
rabdallah@donquadtech.com,6,0.7
racey@yearin.com,1,7.4
racey@yearin.com,2,10.2
racey@yearin.com,4,7.1
racey@yearin.com,5,15.5
ralbares@y-corporation.com,4,1.6
ramyot@isdom.com,3,3.3
rauber@konex.com,2,1.7
rbatman@streethex.com,1,6.2
rbenimadho@rangreen.com,2,3.9
rbenimadho@rangreen.com,4,2.6
rbergesen@kinnamplus.com,1,3.5
rbergesen@kinnamplus.com,2,2.5
rberray@dontechi.com,2,2.9
rberray@dontechi.com,3,2.2
rbevelacqua@betatech.com,2,1.5
rbevelacqua@betatech.com,4,4.7
rbevelacqua@sumace.com,1,3.3
rbiddy@konmatfix.com,1,2.5
rbiddy@konmatfix.com,4,3.2
rbirkner@plusstrip.com,1,2.8
rblackwood@zumgoity.com,1,1.6
rblackwood@zumgoity.com,4,3.2
rbolognia@finhigh.com,5,3.7
rbolognia@finhigh.com,8,1.2
rbolognia@finhigh.com,9,3.6
rbowley@rangreen.com,2,1.9
rbowley@rangreen.com,3,13.2
rbrachle@betasoloin.com,2,2.6
rbrachle@betasoloin.com,4,2.4
rbreland@faxquote.com,1,4.0
rbreland@faxquote.com,2,1.9
rbreland@faxquote.com,3,11.3
rbrideau@y-corporation.com,1,1.9
rbrideau@y-corporation.com,3,3.0
rbrossart@gogozoom.com,4,2.2
rbrossart@gogozoom.com,6,6.3
rbrucato@sonron.com,3,4.6
rbrucato@streethex.com,3,4.7
rbrucato@streethex.com,4,2.0
rbrucato@toughzap.com,2,0.9
rbrucato@toughzap.com,3,3.8
rbuvens@codehow.com,1,6.1
rbuvens@dalttechnology.com,2,9.9
rcallaro@groovestreet.com,4,2.3
rcantres@silis.com,3,2.7
rcantres@silis.com,4,3.3
rcantres@silis.com,7,3.6
rcantres@silis.com,8,7.7
rcantres@silis.com,9,5.5
rcartan@opentech.com,2,1.2
rcartan@opentech.com,4,2.3
rchickering@gogozoom.com,4,3.6
rcoyier@finhigh.com,2,1.4
rcronauer@newex.com,1,12.8
rcronauer@newex.com,4,3.0
rcrupi@condax.com,1,2.1
rcrupi@condax.com,3,4.6
rcrupi@condax.com,6,1.2
rdemesa@finjob.com,1,4.3
rdemesa@finjob.com,2,2.8
rdemesa@finjob.com,3,0.8
rdenooyer@hatfan.com,4,2.4
rdenooyer@openlane.com,4,4.0
rdenooyer@plexzap.com,1,3.2
rdenooyer@plexzap.com,5,4.2
rdenooyer@rundofase.com,1,4.2
rdevreese@yearin.com,1,3.9
rdewar@j-texon.com,2,6.9
rdhamer@golddex.com,1,1.1
rdhamer@golddex.com,4,1.5
rdickerson@blackzim.com,1,1.6
rdickerson@groovestreet.com,2,5.4
rdickerson@groovestreet.com,4,5.3
rdickerson@groovestreet.com,5,1.9
rdickerson@groovestreet.com,6,2.6
rdinos@scotfind.com,1,0.8
rdorshorst@labdrill.com,3,1.6
reanes@toughzap.com,1,2.1
reanes@toughzap.com,2,1.4
rehmann@bioholding.com,3,2.4
rehmann@bioholding.com,4,17.9
rehmann@fasehatice.com,2,1.4
rehmann@fasehatice.com,3,2.4
rehmann@fasehatice.com,6,2.2
rehmann@fasehatice.com,7,2.5
rennaco@bioholding.com,2,1.3
rennaco@bioholding.com,4,4.4
reschberger@streethex.com,1,2.8
reschberger@streethex.com,2,1.2
rfeichtner@zotware.com,2,6.4
rfeichtner@zotware.com,3,5.2
rfelger@dambase.com,1,2.4
rfelger@dambase.com,2,2.8
rfern@iselectrics.com,2,4.0
rfern@iselectrics.com,3,2.7
rfillingim@konex.com,1,3.7
rfillingim@konex.com,2,4.9
rfillingim@konex.com,4,2.3
rflister@fasehatice.com,1,10.7
rflister@fasehatice.com,4,1.2
rflister@fasehatice.com,5,3.2
rflister@fasehatice.com,6,3.1
rfrey@condax.com,1,3.1
rgalam@labdrill.com,1,4.9
rgehrett@konex.com,1,3.6
rgellinger@stanredtax.com,1,5.6
rgellinger@stanredtax.com,3,1.8
rgibes@finhigh.com,2,2.7
rgibes@opentech.com,2,2.3
rgibes@opentech.com,4,2.3
